id_orgao_julgador,sigla_tribunal,ramo_justica,sigla_grau_G2,id_formato,procedimento_1,procedimento_2,procedimento_6,procedimento_7,originario,ultimo_dia,ind1,ind2,ind16_dias,ind16_proc,ind5,ind6a,ind8a,ind9,ind10,ind13a,ind13b,ind4,ind11,ind24,ind25,ind26,formato_Físico,grau,tramit_tmp
33688,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,,1035,289,1,990,756,4,0,3,0,0,45,0,1,3,0,0,Primeiro Grau,289.0
33688,TRT1,Justiça do Trabalho,0,2,0,0,0,0,Sim,2023-04-30,,25,1346,1,25,0,1,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,1346.0
33689,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,,704,2002,1,703,441,34,0,1,0,0,1,1,2,3,2,0,Primeiro Grau,2002.0
33690,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,,860,3396,3,847,582,4,0,1,0,0,13,0,0,6,0,0,Primeiro Grau,1132.0
33692,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,832,2353,1,829,549,9,0,9,0,0,3,0,2,0,2,0,Primeiro Grau,2353.0
33693,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,,861,2553,1,810,449,12,0,12,0,0,51,0,1,1,1,0,Primeiro Grau,2553.0
33694,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,1049,1687,2,1027,555,4,0,4,0,0,22,0,0,3,1,0,Primeiro Grau,843.5
33695,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,1244,8828,7,1214,674,15,0,9,0,0,30,1,1,3,1,0,Primeiro Grau,1261.142857142857
33696,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,961,9384,4,926,654,6,1,18,0,0,35,0,0,0,0,0,Primeiro Grau,2346.0
33697,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,835,2109,1,808,552,4,0,2,0,0,27,0,2,12,1,0,Primeiro Grau,2109.0
33713,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1506,4756,7,1487,764,28,0,8,1,1,19,0,0,4,1,0,Primeiro Grau,679.4285714285714
33714,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1351,2083,1,1247,914,4,0,24,0,0,104,2,3,8,1,0,Primeiro Grau,2083.0
33715,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1372,4245,4,1318,878,17,0,28,0,0,54,0,1,5,0,0,Primeiro Grau,1061.25
33716,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1408,4827,4,1304,738,6,1,19,0,0,104,1,2,2,4,0,Primeiro Grau,1206.75
33717,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,912,841,2,870,580,11,0,6,0,0,42,0,0,4,0,0,Primeiro Grau,420.5
33718,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,10,1281,8847,8,1196,1026,20,0,17,0,0,85,0,2,3,3,0,Primeiro Grau,1105.875
33719,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,11,1476,6310,3,1412,968,9,0,15,1,0,64,3,0,4,0,0,Primeiro Grau,2103.3333333333335
33720,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,1293,3426,2,1292,757,12,0,3,0,0,1,2,0,1,1,0,Primeiro Grau,1713.0
33721,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1101,2134,1,1069,697,7,0,8,0,1,32,0,0,4,0,0,Primeiro Grau,2134.0
33723,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,10,1418,2071,1,1365,819,10,0,4,1,0,53,0,1,3,0,0,Primeiro Grau,2071.0
33724,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1583,2183,1,1480,754,16,0,22,0,0,103,1,1,76,2,0,Primeiro Grau,2183.0
33725,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,1357,4224,4,1241,537,6,0,3,0,0,116,0,0,2,1,0,Primeiro Grau,1056.0
33726,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,6,1155,2396,1,1112,523,7,0,4,0,0,43,0,1,4,1,0,Primeiro Grau,2396.0
33727,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,948,514,2,875,650,8,0,3,0,0,73,0,0,0,0,0,Primeiro Grau,257.0
33730,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,1092,3593,4,1074,796,22,0,16,0,1,18,0,1,7,11,0,Primeiro Grau,898.25
33731,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1317,32541,20,1315,990,13,3,14,0,0,2,0,2,6,5,0,Primeiro Grau,1627.05
33732,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1050,30646,40,1016,738,25,1,37,0,0,34,0,1,10,14,0,Primeiro Grau,766.15
33733,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1523,22858,24,1506,935,32,0,7,0,0,17,0,0,3,3,0,Primeiro Grau,952.4166666666666
33734,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,6,1276,3506,4,1273,862,18,0,4,0,0,3,0,0,2,1,0,Primeiro Grau,876.5
33735,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,1238,8023,5,1207,800,31,0,18,0,0,31,0,14,22,9,0,Primeiro Grau,1604.6
33736,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1216,11443,6,1200,847,15,2,8,0,0,16,0,6,9,2,0,Primeiro Grau,1907.1666666666667
33737,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1319,3931,3,1263,962,38,0,13,0,0,56,1,7,10,7,0,Primeiro Grau,1310.3333333333333
33740,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,6,1119,7875,4,1105,732,8,0,10,1,0,14,1,1,3,0,0,Primeiro Grau,1968.75
33741,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,1169,6361,2,1169,895,6,0,1,0,0,0,0,1,6,1,0,Primeiro Grau,3180.5
33742,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,950,8019,3,926,609,15,0,4,0,0,24,0,0,4,0,0,Primeiro Grau,2673.0
33743,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,1107,2815,1,1059,775,4,0,0,0,0,48,1,0,6,1,0,Primeiro Grau,2815.0
33744,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,1247,11678,5,1156,729,14,0,35,0,0,91,0,1,7,0,0,Primeiro Grau,2335.6
33745,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,1162,13362,5,1134,761,19,0,4,0,0,28,0,1,9,0,0,Primeiro Grau,2672.4
33746,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,877,5388,3,839,533,14,0,5,0,0,38,2,0,4,1,0,Primeiro Grau,1796.0
33747,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,767,1351,2,756,473,7,1,4,0,0,11,3,0,3,0,0,Primeiro Grau,675.5
33748,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,11,592,1130,1,574,436,51,0,6,0,2,18,0,4,5,1,0,Primeiro Grau,1130.0
33750,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,523,3574,2,513,364,31,0,10,0,0,10,0,0,3,0,0,Primeiro Grau,1787.0
33753,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1161,6404,7,1116,752,6,0,8,0,0,45,0,0,4,0,0,Primeiro Grau,914.8571428571429
33754,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1138,12984,14,1098,715,158,0,18,0,0,40,1,5,9,1,0,Primeiro Grau,927.4285714285714
33755,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,9,987,312,4,929,600,15,0,11,0,1,58,0,9,8,4,0,Primeiro Grau,78.0
33756,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,10,963,219,2,939,617,18,0,18,0,1,24,1,2,4,1,0,Primeiro Grau,109.5
33757,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1083,5411,13,1027,604,17,0,32,0,1,56,0,4,4,2,0,Primeiro Grau,416.2307692307692
33758,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,900,1600,3,860,562,11,3,13,0,0,40,2,2,2,0,0,Primeiro Grau,533.3333333333334
33759,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1038,4656,18,975,772,12,1,24,0,0,63,0,1,6,0,0,Primeiro Grau,258.6666666666667
33760,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1056,6603,15,1011,672,13,0,26,0,0,45,2,1,2,2,0,Primeiro Grau,440.2
33761,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,925,514,4,872,649,14,0,7,0,0,53,0,2,9,0,0,Primeiro Grau,128.5
33762,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1252,4715,5,1209,765,17,1,24,1,0,43,1,4,6,1,0,Primeiro Grau,943.0
33763,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,6,1304,5414,3,1247,622,37,0,17,0,0,57,1,4,10,2,0,Primeiro Grau,1804.6666666666667
33764,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1141,14496,14,1080,654,28,0,31,0,0,61,1,2,7,4,0,Primeiro Grau,1035.4285714285713
33765,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1016,4323,4,984,783,25,1,13,0,1,32,2,1,6,1,0,Primeiro Grau,1080.75
33766,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,1115,3728,6,1059,587,20,4,17,0,0,56,2,1,9,1,0,Primeiro Grau,621.3333333333334
33767,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,1067,7286,4,1009,681,31,0,7,0,0,58,0,4,8,2,0,Primeiro Grau,1821.5
33768,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,1225,6466,5,1157,830,11,0,7,0,0,68,1,4,7,3,0,Primeiro Grau,1293.2
33769,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,1247,3395,2,1170,822,4,0,23,0,0,77,0,2,11,0,0,Primeiro Grau,1697.5
33770,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1080,1725,8,1045,796,10,0,8,0,0,35,0,2,8,0,0,Primeiro Grau,215.625
33771,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,1202,7628,5,1142,788,41,0,9,1,0,60,0,2,4,6,0,Primeiro Grau,1525.6
33772,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,987,1841,11,947,570,9,0,25,0,0,40,1,1,3,2,0,Primeiro Grau,167.36363636363637
33774,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,1116,5998,14,1087,794,6,1,10,0,0,29,0,3,3,0,0,Primeiro Grau,428.42857142857144
33775,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1238,1561,1,1170,757,5,0,4,0,0,68,0,1,9,3,0,Primeiro Grau,1561.0
33776,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,1351,11886,8,1295,481,18,0,13,0,1,56,0,1,7,1,0,Primeiro Grau,1485.75
33777,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,929,15392,9,875,489,11,0,11,0,0,54,0,4,5,2,0,Primeiro Grau,1710.2222222222222
33778,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,887,94,1,858,560,6,0,17,0,0,29,0,3,6,3,0,Primeiro Grau,94.0
33779,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,6,1351,209,1,1278,691,111,0,14,0,0,73,0,0,1,2,0,Primeiro Grau,209.0
33780,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,1101,1034,2,1060,661,14,5,16,0,0,41,0,2,3,6,0,Primeiro Grau,517.0
33781,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,1225,4328,4,1175,734,13,0,17,0,0,50,3,1,3,2,0,Primeiro Grau,1082.0
33782,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,9,1141,1822,2,1068,832,14,0,15,0,0,73,0,0,1,1,0,Primeiro Grau,911.0
33783,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1158,1023,4,1108,577,5,0,9,0,0,50,0,1,2,1,0,Primeiro Grau,255.75
33784,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1085,3190,2,1048,779,11,0,28,0,0,37,0,0,1,1,0,Primeiro Grau,1595.0
33785,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,6,1084,10220,10,1025,509,31,0,52,0,0,59,1,2,3,3,0,Primeiro Grau,1022.0
33787,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,853,2779,3,828,585,28,0,8,0,0,25,0,2,3,1,0,Primeiro Grau,926.3333333333334
33788,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,917,4425,3,835,589,4,0,2,0,0,82,0,0,9,0,0,Primeiro Grau,1475.0
33789,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,11,1147,6472,11,919,716,8,1,9,0,0,228,0,1,9,0,0,Primeiro Grau,588.3636363636364
33790,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,942,7058,9,899,612,11,0,17,0,0,43,0,1,5,6,0,Primeiro Grau,784.2222222222222
33791,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1282,7739,8,1103,835,10,0,12,0,0,179,1,3,16,3,0,Primeiro Grau,967.375
33792,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,1074,12033,10,1025,728,15,0,10,0,0,49,0,2,4,3,0,Primeiro Grau,1203.3
33793,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1142,3488,2,1095,732,10,0,7,0,0,47,0,3,10,2,0,Primeiro Grau,1744.0
33794,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1109,5270,8,1034,776,13,3,17,0,0,75,0,1,9,1,0,Primeiro Grau,658.75
33795,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1030,2418,1,885,687,6,4,2,0,0,145,0,1,5,0,0,Primeiro Grau,2418.0
33796,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,6,954,2227,2,938,653,60,4,12,0,0,16,0,6,18,3,0,Primeiro Grau,1113.5
33797,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,1208,3222,2,1184,893,2,2,3,0,0,24,2,0,8,0,0,Primeiro Grau,1611.0
33798,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1291,6176,10,1256,873,19,0,19,0,0,35,1,2,6,0,0,Primeiro Grau,617.6
33799,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1311,6496,6,1242,804,18,3,25,0,0,69,0,3,6,1,0,Primeiro Grau,1082.6666666666667
33800,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1015,3104,7,965,731,5,0,21,0,0,50,0,3,12,2,0,Primeiro Grau,443.42857142857144
33800,TRT1,Justiça do Trabalho,0,2,0,0,0,0,Sim,2023-04-30,,1,2766,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,2766.0
33801,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,1140,4433,10,1125,694,18,0,17,0,0,15,0,2,9,2,0,Primeiro Grau,443.3
33802,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,9,1093,4052,14,1050,649,17,0,20,0,0,43,1,2,7,4,0,Primeiro Grau,289.42857142857144
33803,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,920,1650,1,882,474,10,0,3,0,0,38,0,1,4,1,0,Primeiro Grau,1650.0
33804,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1083,7647,12,1010,635,29,0,20,0,0,73,0,2,6,3,0,Primeiro Grau,637.25
33805,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,1150,396,4,1089,781,8,0,19,0,0,61,3,2,4,2,0,Primeiro Grau,99.0
33806,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,1154,590,4,1102,633,14,0,6,0,0,52,1,3,15,0,0,Primeiro Grau,147.5
33807,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,956,3470,5,936,527,12,0,4,0,0,20,0,2,5,0,0,Primeiro Grau,694.0
33808,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1444,8337,4,1403,714,59,0,15,0,0,41,0,8,12,6,0,Primeiro Grau,2084.25
33809,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1113,7065,4,985,799,12,0,30,0,0,128,0,1,7,2,0,Primeiro Grau,1766.25
33810,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1166,772,6,1123,714,5,0,14,0,0,43,1,1,9,2,0,Primeiro Grau,128.66666666666666
33811,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1050,6552,3,994,673,11,0,1,0,0,56,0,0,5,0,0,Primeiro Grau,2184.0
33812,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,1417,3461,4,1363,917,17,0,15,0,0,54,0,1,3,0,0,Primeiro Grau,865.25
33813,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1037,6161,8,949,673,17,0,23,0,0,88,0,6,10,4,0,Primeiro Grau,770.125
33814,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1112,1870,4,1061,792,14,1,9,0,0,51,1,0,3,4,0,Primeiro Grau,467.5
33815,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,9,1082,2124,2,1035,647,10,0,11,0,0,47,1,0,5,0,0,Primeiro Grau,1062.0
33816,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1243,737,1,1233,1027,14,0,7,0,1,10,1,2,7,1,0,Primeiro Grau,737.0
33817,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1343,3165,2,1255,895,21,1,16,0,0,88,2,6,13,1,0,Primeiro Grau,1582.5
33818,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,7,1097,3824,7,1043,742,10,0,13,0,0,54,0,3,5,1,0,Primeiro Grau,546.2857142857143
33819,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,8,1130,3000,2,1117,838,12,0,8,0,0,13,3,1,5,1,0,Primeiro Grau,1500.0
33820,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,1286,5141,5,1261,668,9,0,11,0,0,25,0,2,5,0,0,Primeiro Grau,1028.2
33820,TRT1,Justiça do Trabalho,0,1,0,0,1,0,Sim,2023-04-30,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Primeiro Grau,4.0
33821,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,6,1511,2920,2,1428,1021,4,1,7,0,0,83,0,1,7,0,0,Primeiro Grau,1460.0
33822,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1261,1914,1,1215,779,16,0,28,0,0,46,0,1,8,1,0,Primeiro Grau,1914.0
33823,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,1216,2775,2,1171,952,32,0,7,0,0,45,0,0,5,4,0,Primeiro Grau,1387.5
33824,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,1099,16987,8,1091,745,10,0,18,0,0,8,0,4,7,2,0,Primeiro Grau,2123.375
33825,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,6,1275,13427,9,1224,824,12,0,19,0,0,51,0,2,8,1,0,Primeiro Grau,1491.888888888889
33826,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,1388,15477,9,1374,863,20,0,11,0,0,14,1,4,12,7,0,Primeiro Grau,1719.6666666666667
33827,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1138,4066,2,1084,736,10,1,1,0,0,54,0,1,3,2,0,Primeiro Grau,2033.0
33827,TRT1,Justiça do Trabalho,0,1,0,0,1,0,Sim,2023-04-30,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Primeiro Grau,1.0
33828,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,1297,1946,2,1218,938,8,2,12,0,0,79,0,3,12,0,0,Primeiro Grau,973.0
33829,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,9,903,1830,5,867,444,6,1,9,0,1,36,0,3,8,4,0,Primeiro Grau,366.0
33830,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1296,6733,6,1208,867,29,0,14,0,0,88,1,1,2,3,0,Primeiro Grau,1122.1666666666667
33831,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,9,1218,3044,3,1199,817,12,0,12,0,0,19,0,0,12,1,0,Primeiro Grau,1014.6666666666666
33832,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,1269,5643,6,1266,916,16,0,9,0,0,3,0,1,1,1,0,Primeiro Grau,940.5
33833,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1081,9282,5,1043,758,19,0,10,0,0,38,1,2,8,2,0,Primeiro Grau,1856.4
33834,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,1250,27401,16,1202,684,30,1,16,0,0,48,4,3,9,5,0,Primeiro Grau,1712.5625
33835,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,968,3552,2,951,582,6,0,4,0,0,17,0,0,6,0,0,Primeiro Grau,1776.0
33836,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,5,675,6661,5,675,426,17,1,12,0,1,0,2,2,1,3,0,Primeiro Grau,1332.2
33839,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,612,2795,2,600,414,1,0,0,0,0,12,0,0,1,0,0,Primeiro Grau,1397.5
33840,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,709,263,1,699,452,3,0,6,0,0,10,3,0,4,0,0,Primeiro Grau,263.0
33841,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,1,550,131,1,525,226,5,0,2,0,0,25,0,0,1,0,0,Primeiro Grau,131.0
33842,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,909,11653,6,903,597,8,0,10,0,0,6,4,1,0,1,0,Primeiro Grau,1942.1666666666667
33843,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,3,1111,5202,3,1098,598,64,0,4,0,0,13,0,1,1,1,0,Primeiro Grau,1734.0
33845,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,,780,377,2,728,547,7,0,5,0,0,52,1,0,1,0,0,Primeiro Grau,188.5
33848,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,2,1133,1510,2,1118,807,14,0,18,0,1,15,0,1,3,8,0,Primeiro Grau,755.0
33849,TRT1,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,4,823,2603,4,816,555,12,0,4,0,0,7,1,0,0,0,0,Primeiro Grau,650.75
33864,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,130,916,32534,101,1013,98,142,0,1,0,0,0,0,30,75,41,0,Segundo Grau,322.1188118811881
33864,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,,66,595,1,66,3,1,0,0,0,0,0,0,0,2,0,0,Segundo Grau,595.0
33864,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,33,187,3779,20,93,10,27,0,0,0,0,94,0,1,5,3,0,Segundo Grau,188.95
33864,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,3,19,1294,2,12,1,3,0,0,0,0,7,0,0,0,2,0,Segundo Grau,647.0
33864,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,2,130,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Segundo Grau,130.0
33865,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,98,649,22423,95,770,160,70,0,0,0,0,0,0,28,71,23,0,Segundo Grau,236.03157894736842
33865,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,3,117,257,1,115,26,1,0,2,0,2,2,0,1,4,1,0,Segundo Grau,257.0
33865,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,51,214,5024,29,120,55,19,0,0,0,0,94,0,9,17,9,0,Segundo Grau,173.24137931034483
33865,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,9,40,784,5,15,4,10,0,0,0,0,25,0,2,4,2,0,Segundo Grau,156.8
33866,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,229,31996,27,234,13,0,0,0,0,0,0,0,1,35,0,0,Segundo Grau,1185.037037037037
33866,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,65,6097,11,54,3,0,0,0,0,0,11,0,0,2,0,0,Segundo Grau,554.2727272727273
33867,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,15,2088,1,16,0,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,2088.0
33868,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,26,892,69304,119,969,171,147,0,0,0,0,0,0,34,151,7,0,Segundo Grau,582.3865546218487
33868,TRT1,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,19,223,10793,45,130,20,40,0,0,0,0,93,0,12,41,2,0,Segundo Grau,239.84444444444443
