id_orgao_julgador,sigla_tribunal,ramo_justica,sigla_grau_G2,id_formato,procedimento_1,procedimento_2,procedimento_6,procedimento_7,originario,ultimo_dia,ind1,ind2,ind16_dias,ind16_proc,ind5,ind6a,ind8a,ind9,ind10,ind13a,ind13b,ind4,ind11,ind24,ind25,ind26,formato_Físico,grau,tramit_tmp
18697,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,8,87,3344,11,39,2,6,1,0,0,0,48,0,1,5,0,0,Segundo Grau,304.0
18698,TRT15,Justiça do Trabalho,1,1,0,0,0,1,Sim,2023-04-30,,,273,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Segundo Grau,273.0
18698,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,40,913,43707,146,961,51,133,9,1,0,0,0,0,29,67,5,0,Segundo Grau,299.36301369863014
18698,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,3,12,590,2,12,1,2,2,0,0,0,0,0,0,0,0,0,Segundo Grau,295.0
18698,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,12,121,5025,14,56,10,15,2,1,0,0,65,0,4,6,2,0,Segundo Grau,358.92857142857144
18698,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,15,635,3,7,1,3,0,0,0,0,8,0,0,0,0,0,Segundo Grau,211.66666666666666
18698,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,1,49,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,49.0
18701,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,91,563,9597,37,580,127,39,2,1,0,0,0,0,4,22,5,0,Segundo Grau,259.3783783783784
18701,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,10,92,2396,15,55,13,11,0,1,0,0,37,0,5,9,3,0,Segundo Grau,159.73333333333332
18701,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,12,205,1,4,2,1,0,1,0,0,8,0,1,1,0,0,Segundo Grau,205.0
18702,TRT15,Justiça do Trabalho,1,1,0,0,0,1,Sim,2023-04-30,,1,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,66.0
18702,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,120,2149,34959,72,2262,21,70,24,1,0,0,0,0,13,71,5,0,Segundo Grau,485.5416666666667
18702,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,15,226,3577,9,97,2,10,1,1,0,1,129,0,2,7,0,0,Segundo Grau,397.44444444444446
18702,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,2,19,688,3,15,0,1,1,1,0,0,4,0,0,0,0,0,Segundo Grau,229.33333333333334
18703,TRT15,Justiça do Trabalho,1,1,0,0,0,1,Sim,2023-04-30,,,216,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Segundo Grau,216.0
18703,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,48,978,48232,157,1035,17,145,34,0,0,0,0,0,40,46,16,0,Segundo Grau,307.21019108280257
18703,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,3,67,3401,11,67,3,12,12,1,1,0,0,0,0,9,2,0,Segundo Grau,309.1818181818182
18703,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,13,131,4856,17,60,7,22,5,0,0,0,71,0,4,2,4,0,Segundo Grau,285.6470588235294
18703,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,14,319,2,9,0,5,0,0,0,0,5,0,0,0,0,0,Segundo Grau,159.5
18704,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,21,7813,4,22,1,0,1,0,0,0,0,0,0,0,0,0,Segundo Grau,1953.25
18704,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,13,207,2,7,1,2,0,0,0,0,6,0,1,1,0,0,Segundo Grau,103.5
18704,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,3,294,1,1,0,2,0,0,0,0,2,0,0,0,2,0,Segundo Grau,294.0
18706,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,667,40122,121,720,1,144,3,0,0,0,0,0,24,44,3,0,Segundo Grau,331.58677685950414
18706,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,7,125,6966,24,56,3,23,3,2,0,0,69,0,3,5,2,0,Segundo Grau,290.25
18707,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,109,1329,39281,106,1423,42,44,26,1,0,0,0,0,10,90,2,0,Segundo Grau,370.57547169811323
18707,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,,13,59,1,13,1,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,59.0
18707,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,14,190,1835,9,80,7,19,4,0,0,0,110,0,2,13,1,0,Segundo Grau,203.88888888888889
18707,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,2,15,339,2,9,0,1,1,0,0,0,6,0,0,0,0,0,Segundo Grau,169.5
18708,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,227,26503,90,251,0,22,1,0,0,0,0,0,4,3,7,0,Segundo Grau,294.47777777777776
18708,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,,4,1201,6,4,0,1,0,0,0,0,0,0,0,1,0,0,Segundo Grau,200.16666666666666
18708,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,9,69,3513,17,37,2,12,2,1,0,0,32,0,2,2,2,0,Segundo Grau,206.64705882352942
18708,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,9,264,2,8,1,0,0,0,0,0,1,0,1,1,0,0,Segundo Grau,132.0
18710,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,40,1017,35953,134,977,38,63,16,0,0,0,40,0,14,56,36,0,Segundo Grau,268.3059701492537
18710,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,10,156,3456,15,69,10,12,5,0,0,0,87,0,4,10,4,0,Segundo Grau,230.4
18710,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,3,19,549,4,7,4,3,1,0,0,0,12,0,0,0,2,0,Segundo Grau,137.25
18711,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,53,983,46729,143,1047,5,165,20,2,0,0,0,0,40,62,14,0,Segundo Grau,326.7762237762238
18711,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,3,17,866,4,15,0,3,7,1,1,0,2,0,0,0,0,0,Segundo Grau,216.5
18711,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,10,148,2687,12,74,4,20,6,2,0,0,74,0,4,6,5,0,Segundo Grau,223.91666666666666
18711,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,2,20,1312,5,7,0,3,1,0,0,0,13,0,1,3,0,0,Segundo Grau,262.4
18712,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,115,863,53005,182,908,52,199,63,1,0,1,0,0,51,88,11,0,Segundo Grau,291.2362637362637
18712,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,1,50,3196,4,50,1,5,8,0,0,0,0,0,6,8,0,0,Segundo Grau,799.0
18712,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,11,116,3027,18,48,6,25,8,1,0,0,68,0,8,18,3,0,Segundo Grau,168.16666666666666
18712,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,4,16,58,1,6,1,2,1,0,0,0,10,0,0,0,0,0,Segundo Grau,58.0
18714,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,67,686,29509,140,732,2,51,14,0,0,0,0,0,11,16,20,0,Segundo Grau,210.77857142857144
18714,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,5,28,333,5,27,1,6,10,0,0,0,1,0,1,7,0,0,Segundo Grau,66.6
18714,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,16,95,2941,19,43,0,12,3,0,0,0,52,0,2,5,2,0,Segundo Grau,154.78947368421052
18714,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,11,276,3,4,0,2,0,0,0,0,7,0,0,1,1,0,Segundo Grau,92.0
18715,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,1337,58838,130,1299,5,43,9,0,0,0,38,0,21,197,18,0,Segundo Grau,452.6
18715,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,,40,711,2,40,0,14,3,0,0,0,0,0,0,4,7,0,Segundo Grau,355.5
18715,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,7,125,5050,14,64,9,14,1,1,0,0,61,0,1,14,6,0,Segundo Grau,360.7142857142857
18715,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,20,297,1,11,0,2,1,0,0,0,9,0,1,5,1,0,Segundo Grau,297.0
18716,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,142,1559,40236,96,1599,28,103,11,0,0,0,0,0,22,65,16,0,Segundo Grau,419.125
18716,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,4,29,393,2,26,0,3,4,1,0,1,3,0,2,5,0,0,Segundo Grau,196.5
18716,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,13,132,4037,10,61,6,9,2,0,0,0,71,0,2,3,4,0,Segundo Grau,403.7
18716,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,13,409,1,3,0,0,1,0,0,0,10,0,0,0,0,0,Segundo Grau,409.0
18717,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,83,819,30440,155,895,55,27,38,1,0,0,0,0,34,150,14,0,Segundo Grau,196.38709677419354
18717,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,4,37,4789,11,31,1,2,6,1,0,1,6,0,1,7,1,0,Segundo Grau,435.3636363636364
18717,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,28,139,5306,20,61,5,4,12,0,0,0,78,0,2,17,2,0,Segundo Grau,265.3
18717,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,2,17,636,3,11,2,0,1,0,0,0,6,0,0,0,0,0,Segundo Grau,212.0
18718,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,88,845,36838,132,922,68,115,16,0,0,0,0,0,36,59,13,0,Segundo Grau,279.07575757575756
18718,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,6,24,493,5,22,0,8,3,4,0,2,2,0,0,0,0,0,Segundo Grau,98.6
18718,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,18,147,3001,15,66,8,19,3,1,0,0,81,0,3,4,3,0,Segundo Grau,200.06666666666666
18719,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,108,1270,48172,100,1348,11,193,7,1,0,0,0,0,19,34,16,0,Segundo Grau,481.72
18719,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,5,19,375,4,17,1,8,4,2,0,1,2,0,1,0,2,0,Segundo Grau,93.75
18719,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,14,146,4361,13,65,7,18,1,0,0,0,81,0,1,3,1,0,Segundo Grau,335.46153846153845
18719,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,2,23,307,1,10,0,2,0,0,0,0,13,0,1,1,0,0,Segundo Grau,307.0
18719,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,4,207,1,2,0,0,0,0,0,0,2,0,0,0,0,0,Segundo Grau,207.0
18720,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,646,32978,107,601,6,35,9,3,0,0,45,0,4,103,19,0,Segundo Grau,308.2056074766355
18720,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,7,112,4912,24,59,4,9,2,1,0,0,53,0,2,16,5,0,Segundo Grau,204.66666666666666
18720,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,13,195,1,7,0,1,0,0,0,0,6,0,0,1,0,0,Segundo Grau,195.0
18721,TRT15,Justiça do Trabalho,1,1,0,0,0,1,Sim,2023-04-30,,,213,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Segundo Grau,213.0
18721,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,32,545,37609,153,590,192,57,8,1,0,0,0,0,3,8,14,0,Segundo Grau,245.81045751633988
18721,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,2,67,2444,8,64,6,1,18,2,0,0,3,0,1,7,1,0,Segundo Grau,305.5
18721,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,8,99,4044,17,49,10,12,2,0,0,0,50,0,1,5,6,0,Segundo Grau,237.88235294117646
18721,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,8,448,2,6,0,2,0,0,0,0,2,0,0,0,1,0,Segundo Grau,224.0
18723,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,70,674,24805,115,722,7,133,9,1,0,0,0,0,35,39,24,0,Segundo Grau,215.69565217391303
18723,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,1,2,71,2,2,0,1,1,4,0,0,0,0,0,0,0,0,Segundo Grau,35.5
18723,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,16,108,2996,16,54,1,21,1,1,0,0,54,0,2,5,1,0,Segundo Grau,187.25
18723,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,6,17,135,2,4,2,3,0,0,0,0,13,0,0,0,0,0,Segundo Grau,67.5
18724,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,61,418,5069,52,407,1,67,2,1,0,0,11,0,8,9,6,0,Segundo Grau,97.48076923076923
18724,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,6,34,1305,14,20,1,7,0,0,0,0,14,0,0,0,0,0,Segundo Grau,93.21428571428571
18724,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,5,47,1,3,0,3,0,0,0,0,2,0,0,0,0,0,Segundo Grau,47.0
18725,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,64,381,11797,56,405,7,30,9,2,0,0,0,0,7,11,11,0,Segundo Grau,210.66071428571428
18725,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,5,16,100,2,16,0,3,8,4,1,0,0,0,0,4,0,0,Segundo Grau,50.0
18725,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,7,50,791,7,28,4,5,1,1,0,0,22,0,3,4,0,0,Segundo Grau,113.0
18725,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,14,223,2,6,1,4,1,0,0,0,8,0,0,0,1,0,Segundo Grau,111.5
18726,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,139,956,38129,152,1012,15,138,7,0,0,0,0,0,20,21,15,0,Segundo Grau,250.84868421052633
18726,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,1,29,861,8,17,1,10,3,0,0,0,12,0,2,3,2,0,Segundo Grau,107.625
18726,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,8,138,3783,19,61,3,22,2,0,0,0,77,0,4,4,1,0,Segundo Grau,199.10526315789474
18726,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,5,18,466,3,8,0,5,0,0,0,0,10,0,1,1,0,0,Segundo Grau,155.33333333333334
18726,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,2,1034,2,1,0,1,0,0,0,0,1,0,0,0,0,0,Segundo Grau,517.0
18727,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,114,1137,57896,166,1178,12,76,15,0,0,0,0,0,34,53,17,0,Segundo Grau,348.7710843373494
18727,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,5,25,513,3,25,0,7,2,1,0,1,0,0,0,5,2,0,Segundo Grau,171.0
18727,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,18,138,3993,16,62,2,17,2,0,0,0,76,0,1,7,3,0,Segundo Grau,249.5625
18727,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,3,15,468,3,7,1,2,0,1,0,0,8,0,0,0,2,0,Segundo Grau,156.0
18728,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,36,726,36285,132,762,22,74,2,0,0,0,0,0,16,34,10,0,Segundo Grau,274.8863636363636
18728,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,2,14,609,9,14,0,2,12,1,0,1,0,0,0,3,0,0,Segundo Grau,67.66666666666667
18728,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,8,90,4425,19,49,5,14,0,0,0,0,41,0,0,2,3,0,Segundo Grau,232.89473684210526
18728,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,2,14,893,3,6,0,1,0,0,0,0,8,0,0,0,0,0,Segundo Grau,297.6666666666667
18729,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,58,678,42329,160,732,5,3,10,3,0,0,0,0,15,25,40,0,Segundo Grau,264.55625
18729,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,6,38,911,8,36,3,6,9,4,1,3,2,0,1,6,1,0,Segundo Grau,113.875
18729,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,8,91,3315,15,28,3,4,2,0,0,0,63,0,1,0,10,0,Segundo Grau,221.0
18729,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,2,12,175,1,5,0,0,0,2,0,0,7,0,2,0,2,0,Segundo Grau,175.0
18730,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,89,363,4525,39,390,3,106,43,0,0,0,0,0,15,18,8,0,Segundo Grau,116.02564102564102
18730,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,4,17,576,6,17,0,6,7,3,0,0,0,0,1,1,2,0,Segundo Grau,96.0
18730,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,13,56,896,7,28,1,17,4,0,0,0,28,0,3,1,2,0,Segundo Grau,128.0
18731,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,105,1391,36178,105,1466,215,166,49,4,0,0,0,0,29,45,21,0,Segundo Grau,344.55238095238093
18731,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,7,15,1365,11,14,0,6,6,2,1,0,1,0,0,1,0,0,Segundo Grau,124.0909090909091
18731,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,21,169,2810,11,71,22,30,4,0,0,0,98,0,6,7,8,0,Segundo Grau,255.45454545454547
18731,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,22,590,3,13,1,8,2,0,0,0,9,0,2,2,0,0,Segundo Grau,196.66666666666666
18731,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,4,195,1,6,1,1,0,0,0,0,0,0,0,0,0,0,Segundo Grau,195.0
18733,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,121,1784,32678,97,1858,25,108,11,0,0,0,0,0,6,21,6,0,Segundo Grau,336.88659793814435
18733,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,4,85,126,1,84,0,0,11,1,1,0,1,0,0,3,0,0,Segundo Grau,126.0
18733,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,17,151,2340,9,61,2,12,3,2,0,0,90,0,0,0,1,0,Segundo Grau,260.0
18733,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,18,202,1,6,0,5,0,0,0,0,12,0,0,0,0,0,Segundo Grau,202.0
18733,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,2,52,1,2,0,2,0,0,0,0,0,0,0,0,0,0,Segundo Grau,52.0
18734,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,38,843,52796,189,863,7,3,7,0,0,0,0,0,33,61,37,0,Segundo Grau,279.34391534391534
18734,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,12,120,5051,25,57,7,4,2,1,0,1,63,0,1,4,3,0,Segundo Grau,202.04
18734,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,7,13,88,1,4,0,0,0,1,0,0,9,0,0,0,1,0,Segundo Grau,88.0
18736,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,93,830,37270,161,884,10,178,35,2,0,0,0,0,14,37,33,0,Segundo Grau,231.49068322981367
18736,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,2,93,2691,5,88,3,5,8,2,0,0,5,0,2,7,1,0,Segundo Grau,538.2
18736,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,10,91,3891,19,40,4,21,2,2,0,0,51,0,1,3,5,0,Segundo Grau,204.78947368421052
18736,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,4,17,543,3,4,0,3,2,0,0,0,13,0,1,1,0,0,Segundo Grau,181.0
18737,TRT15,Justiça do Trabalho,1,1,0,0,0,1,Sim,2023-04-30,1,,23,1,0,0,1,0,1,0,0,0,0,0,0,0,0,Segundo Grau,23.0
18737,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,80,22586,18,64,2,5,1,0,0,0,16,0,2,3,2,0,Segundo Grau,1254.7777777777778
18737,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,3,45,2032,5,22,5,3,0,0,0,0,23,0,1,2,0,0,Segundo Grau,406.4
18737,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,6,62,1,5,0,2,0,0,0,0,1,0,1,1,1,0,Segundo Grau,62.0
18738,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,84,694,24401,123,742,20,143,31,0,0,0,0,0,22,36,21,0,Segundo Grau,198.3821138211382
18738,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,1,41,1296,5,40,0,7,5,2,0,0,1,0,2,3,1,0,Segundo Grau,259.2
18738,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,18,92,2523,13,43,8,26,2,0,0,0,49,0,1,1,1,0,Segundo Grau,194.07692307692307
18738,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,13,315,2,9,0,7,0,0,0,0,4,0,0,0,0,0,Segundo Grau,157.5
18739,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,129,1141,39443,180,1176,46,117,2,5,0,0,0,0,23,58,19,0,Segundo Grau,219.12777777777777
18739,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,1,6,324,1,6,0,1,1,1,1,0,0,0,0,0,0,0,Segundo Grau,324.0
18739,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,9,103,4119,20,46,0,14,0,0,0,0,57,0,0,3,1,0,Segundo Grau,205.95
18739,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,6,591,2,2,0,0,0,0,0,0,4,0,0,0,0,0,Segundo Grau,295.5
18739,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,,1,362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,362.0
18740,TRT15,Justiça do Trabalho,1,1,0,0,0,1,Sim,2023-04-30,,,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,32.0
18740,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,101,1877,51892,125,1948,91,124,22,1,0,0,0,0,16,69,5,0,Segundo Grau,415.136
18740,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Sim,2023-04-30,4,33,976,4,32,1,2,5,2,0,2,1,0,1,2,1,0,Segundo Grau,244.0
18740,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,13,161,7364,20,69,6,16,1,0,0,0,92,0,0,5,1,0,Segundo Grau,368.2
18740,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,25,1089,4,12,2,2,1,1,0,0,13,0,2,2,1,0,Segundo Grau,272.25
18740,TRT15,Justiça do Trabalho,1,1,0,1,0,0,Não,2023-04-30,1,4,265,2,4,1,0,1,0,0,0,0,0,0,0,0,0,Segundo Grau,132.5
18780,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,52,1662,7844,23,916,6,28,104,108,0,0,746,0,2,0,2,0,Primeiro Grau,341.04347826086956
18781,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,41,1792,24049,32,1128,91,36,220,74,0,0,664,0,3,11,5,0,Primeiro Grau,751.53125
18782,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,66,3888,71472,66,2868,58,89,275,187,0,1,1020,1,6,16,5,0,Primeiro Grau,1082.909090909091
18783,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,27,475,6624,15,342,32,32,173,67,1,0,133,9,1,6,0,0,Primeiro Grau,441.6
18784,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,24,1450,19664,54,685,59,42,332,140,1,0,765,0,6,14,6,0,Primeiro Grau,364.14814814814815
18785,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,45,3141,45926,57,1681,217,84,594,186,0,0,1460,1,8,26,7,0,Primeiro Grau,805.719298245614
18786,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,66,2934,17355,30,2119,114,75,542,105,3,0,815,9,11,19,8,0,Primeiro Grau,578.5
18787,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,83,4409,55733,60,3989,10,115,377,253,1,0,420,0,6,19,5,0,Primeiro Grau,928.8833333333333
18788,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,67,1562,23693,22,1071,15,23,140,119,0,0,491,2,0,1,0,0,Primeiro Grau,1076.9545454545455
18789,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,43,1827,31667,38,1390,408,51,332,107,2,0,437,1,3,8,1,0,Primeiro Grau,833.3421052631579
18790,TRT15,Justiça do Trabalho,0,1,0,0,0,0,Sim,2023-04-30,77,2480,38247,54,1224,38,81,505,125,0,0,1256,0,4,7,5,0,Primeiro Grau,708.2777777777778
