id_orgao_julgador,sigla_tribunal,ramo_justica,sigla_grau_G2,id_formato,procedimento_1,procedimento_3,procedimento_4,procedimento_5,procedimento_6,procedimento_7,originario,ultimo_dia,ind1,ind2,ind16_dias,ind16_proc,ind5,ind6a,ind8a,ind9,ind10,ind13a,ind13b,ind4,ind11,ind24,ind25,ind26,formato_Físico,grau,tramit_tmp
33871,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,5,1230,1,4,0,0,0,0,0,0,1,0,0,4,0,0,Segundo Grau,1230.0
33873,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,116,913,27975,66,1004,142,165,0,18,0,0,0,0,26,84,64,0,Segundo Grau,423.8636363636364
33873,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,1,44,542,1,43,7,0,0,1,1,0,1,0,0,1,0,0,Segundo Grau,542.0
33873,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,20,198,3083,12,94,33,28,0,1,0,0,104,0,2,9,7,0,Segundo Grau,256.9166666666667
33873,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,25,814,3,8,2,9,0,0,0,0,17,0,0,0,1,0,Segundo Grau,271.3333333333333
33874,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,151,18934,46,166,5,14,0,0,0,0,0,0,10,14,15,0,Segundo Grau,411.60869565217394
33874,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,28,3077,11,11,1,0,0,0,0,0,17,0,0,2,2,0,Segundo Grau,279.72727272727275
33875,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,1,Sim,2023-04-30,,13,532,1,13,4,0,0,0,0,0,0,0,1,1,0,0,Segundo Grau,532.0
33875,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,35,1331,67425,87,1529,673,98,0,3,1,0,0,0,21,132,25,0,Segundo Grau,775.0
33875,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,1,77,1328,2,77,22,1,0,0,0,0,0,0,0,4,1,0,Segundo Grau,664.0
33875,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,33,354,6874,24,175,170,35,0,0,0,0,179,0,7,21,3,0,Segundo Grau,286.4166666666667
33875,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,9,63,2068,5,24,36,3,0,0,0,0,39,0,0,2,0,0,Segundo Grau,413.6
33876,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,123,877,57648,110,960,85,141,0,17,0,0,0,0,19,88,14,0,Segundo Grau,524.0727272727273
33876,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,5,162,1764,2,128,54,0,0,3,2,0,34,0,1,8,0,0,Segundo Grau,882.0
33876,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,32,186,6031,25,111,16,17,0,0,0,0,75,0,1,8,4,0,Segundo Grau,241.24
33876,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,5,27,307,2,10,2,2,0,0,0,0,17,0,0,2,1,0,Segundo Grau,153.5
33877,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,106,501,153,2,539,73,110,0,0,0,0,0,0,10,13,1,0,Segundo Grau,76.5
33878,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,48,802,60349,72,932,82,54,0,6,1,0,0,0,11,101,6,0,Segundo Grau,838.1805555555555
33878,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,1,60,218,1,60,7,0,0,0,0,0,0,0,0,1,1,0,Segundo Grau,218.0
33878,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,33,250,7191,35,143,15,23,0,1,0,0,107,0,2,20,3,0,Segundo Grau,205.45714285714286
33878,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,6,37,592,4,15,3,5,0,0,0,0,22,0,1,4,0,0,Segundo Grau,148.0
33880,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,32,849,48808,97,937,217,1,0,0,0,0,0,0,34,121,4,0,Segundo Grau,503.17525773195877
33880,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,,21,791,1,21,0,0,0,0,0,0,0,0,0,1,0,0,Segundo Grau,791.0
33880,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,21,135,4997,23,63,25,0,0,0,0,0,72,0,1,10,0,0,Segundo Grau,217.2608695652174
33880,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,20,1552,6,3,0,0,0,0,0,0,17,0,1,2,1,0,Segundo Grau,258.6666666666667
33881,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,258,54020,71,280,16,0,0,0,0,0,0,0,5,81,1,0,Segundo Grau,760.8450704225352
33881,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,,37,2617,1,37,2,0,0,0,0,0,0,0,0,2,0,0,Segundo Grau,2617.0
33881,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,74,7936,17,47,1,0,0,0,0,0,27,0,1,15,1,0,Segundo Grau,466.8235294117647
33881,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,6,1554,2,2,1,0,0,0,0,0,4,0,0,2,0,0,Segundo Grau,777.0
33882,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,20,918,28146,80,1057,535,2,0,0,0,0,0,0,56,140,9,0,Segundo Grau,351.825
33882,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,6,702,884,2,701,182,13,0,4,3,1,1,0,11,59,8,0,Segundo Grau,442.0
33882,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,27,265,8597,31,135,121,0,0,0,0,0,130,0,5,35,0,0,Segundo Grau,277.3225806451613
33882,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,3,37,2441,8,14,15,1,0,0,0,0,23,0,2,4,0,0,Segundo Grau,305.125
33882,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,2,293,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Segundo Grau,293.0
33883,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,21,1637,93330,110,1872,523,127,0,0,0,0,0,0,62,457,24,0,Segundo Grau,848.4545454545455
33883,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,30,459,13936,25,210,89,30,0,0,0,0,249,0,5,68,3,0,Segundo Grau,557.44
33883,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,3,1282,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,1282.0
33884,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,42,1421,1,43,1,0,0,0,0,0,0,0,0,2,2,0,Segundo Grau,1421.0
33885,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,130,453,6983,20,517,56,30,0,0,0,0,0,0,14,17,0,0,Segundo Grau,349.15
33885,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,47,105,446,6,39,9,3,0,0,0,0,66,0,4,4,0,0,Segundo Grau,74.33333333333333
33885,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,4,9,127,2,7,0,1,0,0,0,0,2,0,0,1,0,0,Segundo Grau,63.5
33886,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,12,1519,1,11,2,0,0,0,0,0,1,0,0,1,0,0,Segundo Grau,1519.0
33887,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,2,73,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,73.0
33888,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,127,751,33255,85,803,44,158,0,0,0,0,0,0,20,102,29,0,Segundo Grau,391.2352941176471
33888,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,22,115,1424,9,65,11,18,0,0,0,0,50,0,5,16,3,0,Segundo Grau,158.22222222222223
33888,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,6,11,112,1,6,0,3,0,0,0,0,5,0,0,1,0,0,Segundo Grau,112.0
33890,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,47,963,70286,138,1096,216,78,0,0,0,0,0,0,52,196,26,0,Segundo Grau,509.3188405797101
33890,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,38,238,8697,34,114,26,18,0,0,0,0,124,0,8,21,2,0,Segundo Grau,255.7941176470588
33890,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,2,30,372,1,15,3,2,0,0,0,0,15,0,2,4,0,0,Segundo Grau,372.0
33891,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,102,677,28394,56,805,32,282,0,1,0,0,0,0,42,60,67,0,Segundo Grau,507.0357142857143
33891,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,37,254,6017,20,139,9,82,0,0,0,0,115,0,5,12,9,0,Segundo Grau,300.85
33891,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,9,49,482,3,26,1,9,0,0,0,0,23,0,1,3,4,0,Segundo Grau,160.66666666666666
33892,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,23,1243,53106,98,1495,161,133,0,0,0,0,0,0,24,210,45,0,Segundo Grau,541.8979591836735
33892,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,,139,667,1,138,34,3,0,0,0,0,1,0,0,8,2,0,Segundo Grau,667.0
33892,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,37,437,10507,29,220,51,46,0,0,0,0,217,0,1,32,15,0,Segundo Grau,362.3103448275862
33892,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,5,65,1910,8,24,8,5,0,0,0,0,41,0,0,3,0,0,Segundo Grau,238.75
33893,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,12,638,36644,60,724,116,104,0,0,0,0,0,0,16,47,10,0,Segundo Grau,610.7333333333333
33893,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,9,176,3912,14,92,22,19,0,0,0,0,84,0,0,4,2,0,Segundo Grau,279.42857142857144
33894,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,25,830,44371,88,978,113,87,0,5,0,0,0,0,19,76,14,0,Segundo Grau,504.21590909090907
33894,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,1,127,1914,3,96,37,0,0,1,0,0,31,0,0,6,1,0,Segundo Grau,638.0
33894,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,20,269,8157,32,136,23,26,0,0,0,0,133,0,5,12,6,0,Segundo Grau,254.90625
33894,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,4,42,1018,3,25,5,6,0,0,0,0,17,0,3,2,2,0,Segundo Grau,339.3333333333333
33894,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,6,236,1,1,0,0,0,0,0,0,5,0,0,1,0,0,Segundo Grau,236.0
33895,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,58,6713,11,57,2,0,0,0,0,0,1,0,1,3,0,0,Segundo Grau,610.2727272727273
33895,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,2,10,2570,5,6,1,0,0,0,0,0,4,0,0,0,0,0,Segundo Grau,514.0
33898,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,461,70796,130,547,113,53,0,0,0,0,0,0,29,87,20,0,Segundo Grau,544.5846153846154
33898,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,139,6821,24,71,10,18,0,0,0,0,68,0,1,15,4,0,Segundo Grau,284.2083333333333
33898,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,28,1252,4,6,4,6,0,0,0,0,22,0,1,4,1,0,Segundo Grau,313.0
33899,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,843,99695,150,955,297,161,0,1,0,0,0,0,70,185,53,0,Segundo Grau,664.6333333333333
33899,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,10,233,10743,30,128,60,26,0,0,0,0,105,0,10,27,10,0,Segundo Grau,358.1
33899,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,24,721,2,12,3,6,0,0,0,0,12,0,0,1,1,0,Segundo Grau,360.5
33900,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,37,1076,42611,55,1296,313,147,0,0,0,0,0,0,8,44,49,0,Segundo Grau,774.7454545454545
33900,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,36,360,5712,15,170,40,54,0,0,0,0,190,0,2,13,9,0,Segundo Grau,380.8
33900,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,6,67,1575,6,26,5,10,0,0,0,0,41,0,1,3,2,0,Segundo Grau,262.5
33904,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,127,1074,31155,116,1099,174,179,0,0,0,0,0,0,36,118,16,0,Segundo Grau,268.57758620689657
33904,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,13,77,1468,8,40,6,8,0,0,0,0,37,0,0,5,1,0,Segundo Grau,183.5
33905,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,152,599,38241,112,645,55,156,0,0,0,0,0,0,35,23,47,0,Segundo Grau,341.4375
33905,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,1,79,1296,2,78,14,0,0,0,0,0,1,0,0,0,0,0,Segundo Grau,648.0
33905,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,23,88,3234,17,50,4,19,0,0,0,0,38,0,5,5,6,0,Segundo Grau,190.23529411764707
33905,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,5,15,438,2,5,0,2,0,0,0,0,10,0,0,0,0,0,Segundo Grau,219.0
33905,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,1,614,2,2,0,0,0,0,0,0,0,0,0,0,1,0,Segundo Grau,307.0
33906,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,121,567,18481,42,719,29,229,0,0,0,0,0,0,18,19,60,0,Segundo Grau,440.0238095238095
33906,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,41,260,4874,19,139,19,76,0,0,0,0,121,0,7,7,19,0,Segundo Grau,256.5263157894737
33906,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,9,49,466,2,21,2,14,0,0,0,0,28,0,3,2,3,0,Segundo Grau,233.0
33906,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,,361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,361.0
33907,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,824,72505,70,934,141,79,0,0,0,0,0,0,5,131,4,0,Segundo Grau,1035.7857142857142
33907,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,4,214,8396,23,98,33,24,0,0,0,0,116,0,0,34,0,0,Segundo Grau,365.04347826086956
33908,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,138,857,65849,95,985,123,209,0,0,0,0,0,0,38,73,52,0,Segundo Grau,693.1473684210526
33908,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,35,209,4313,23,104,25,40,0,0,0,0,105,0,6,8,8,0,Segundo Grau,187.52173913043478
33908,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,6,33,304,2,15,6,6,0,0,0,0,18,0,3,4,2,0,Segundo Grau,152.0
33909,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,179,1262,58878,83,1418,482,57,0,1,0,0,0,0,21,47,16,0,Segundo Grau,709.3734939759037
33909,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,21,271,5858,19,124,112,26,0,0,0,0,147,0,6,11,1,0,Segundo Grau,308.3157894736842
33909,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,6,47,2265,8,22,21,5,0,0,0,0,25,0,0,3,0,0,Segundo Grau,283.125
33909,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,5,643,2,3,4,0,0,0,0,0,2,0,0,0,0,0,Segundo Grau,321.5
33910,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,31,3363,3,31,2,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,1121.0
33911,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,128,425,15836,52,453,40,85,0,10,0,0,0,0,24,26,5,0,Segundo Grau,304.53846153846155
33911,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,28,63,315,5,30,9,9,0,0,0,0,33,0,1,1,0,0,Segundo Grau,63.0
33911,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Segundo Grau,52.0
33912,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,142,1369,48609,59,1652,312,154,0,1,0,0,0,0,38,85,46,0,Segundo Grau,823.8813559322034
33912,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,6,197,3149,4,188,32,0,0,0,0,0,9,0,1,5,0,0,Segundo Grau,787.25
33912,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,53,504,11660,28,238,68,48,0,0,0,0,266,0,10,15,10,0,Segundo Grau,416.42857142857144
33912,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,3,63,765,2,34,8,11,0,0,0,0,29,0,1,2,1,0,Segundo Grau,382.5
33933,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,88,938,18524,68,1021,386,66,0,6,0,0,0,0,48,97,23,0,Segundo Grau,272.4117647058824
33933,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,3,416,588,2,415,66,8,0,2,1,1,1,0,6,91,7,0,Segundo Grau,294.0
33933,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,16,157,4367,16,78,41,13,0,1,0,0,79,0,4,9,5,0,Segundo Grau,272.9375
33933,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,3,15,354,2,7,7,1,0,0,0,0,8,0,0,0,0,0,Segundo Grau,177.0
33934,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,392,108208,25,389,38,0,0,1,0,0,3,0,1,1,0,0,Segundo Grau,4328.32
70803,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,26,1075,29782,51,1210,168,162,1,0,0,0,0,0,57,171,60,0,Segundo Grau,583.9607843137255
70803,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,,153,834,2,153,280,1,0,14,0,0,0,0,0,1,0,0,Segundo Grau,417.0
70803,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,18,236,5152,19,112,18,19,0,0,0,0,124,0,8,25,7,0,Segundo Grau,271.1578947368421
70803,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,37,268,1,13,2,5,0,0,0,0,24,0,1,4,2,0,Segundo Grau,268.0
72980,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,263,24591,39,371,23,32,0,0,0,0,0,0,12,45,26,0,Segundo Grau,630.5384615384615
72980,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,26,193,9540,34,101,16,21,0,0,0,0,92,0,5,12,10,0,Segundo Grau,280.5882352941176
72980,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,6,26,2307,11,8,5,5,0,0,0,0,18,0,1,2,0,0,Segundo Grau,209.72727272727272
72980,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,3,7,105,1,4,0,0,0,0,0,0,3,0,0,0,0,0,Segundo Grau,105.0
74453,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,115,910,73981,117,978,125,65,0,0,0,0,0,0,34,66,36,0,Segundo Grau,632.3162393162393
74453,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,15,123,5142,24,56,20,8,0,0,0,0,67,0,2,7,2,0,Segundo Grau,214.25
74453,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,3,14,428,3,8,2,1,0,0,0,0,6,0,0,1,0,0,Segundo Grau,142.66666666666666
74453,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,2,635,2,0,0,0,0,0,0,0,0,0,1,1,0,0,Segundo Grau,317.5
75580,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,73,1338,79986,101,1396,738,176,0,10,0,0,0,0,50,174,75,0,Segundo Grau,791.940594059406
75580,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,17,742,836,1,742,88,11,0,11,4,7,0,0,13,100,10,0,Segundo Grau,836.0
75580,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,16,256,9102,19,128,140,25,0,0,0,0,128,0,6,34,10,0,Segundo Grau,479.05263157894734
75580,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,,17,783,2,9,4,5,0,0,0,0,8,0,0,2,1,0,Segundo Grau,391.5
76596,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,149,1147,42349,118,1259,142,135,0,7,0,0,0,0,43,140,31,0,Segundo Grau,358.8898305084746
76596,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,35,257,8366,36,143,24,26,0,0,0,0,114,0,5,18,1,0,Segundo Grau,232.38888888888889
76596,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,7,36,508,3,17,7,3,0,0,0,0,19,0,0,1,1,0,Segundo Grau,169.33333333333334
78552,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,181,921,38335,95,1003,435,87,0,0,0,0,0,0,28,56,25,0,Segundo Grau,403.5263157894737
78552,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,1,287,49,1,287,70,0,0,0,0,0,0,0,0,6,0,0,Segundo Grau,49.0
78552,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,22,142,5236,20,64,56,13,0,1,0,0,78,0,4,8,3,0,Segundo Grau,261.8
78552,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,14,874,5,7,6,2,0,0,0,0,7,0,0,0,0,0,Segundo Grau,174.8
78552,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,1,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Segundo Grau,49.0
78894,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,76,813,40110,62,934,164,109,0,0,0,0,0,0,15,46,51,0,Segundo Grau,646.9354838709677
78894,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,32,205,3455,12,95,41,21,0,0,0,0,110,0,8,15,9,0,Segundo Grau,287.9166666666667
78894,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,18,314,1,5,5,3,0,0,0,0,13,0,0,0,1,0,Segundo Grau,314.0
78895,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,65,744,38185,114,782,80,62,0,4,0,0,0,0,35,114,20,0,Segundo Grau,334.9561403508772
78895,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,16,718,1055,3,718,28,12,0,18,6,12,0,0,10,67,12,0,Segundo Grau,351.6666666666667
78895,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,16,94,5459,23,52,5,4,0,0,0,0,42,0,1,7,0,0,Segundo Grau,237.34782608695653
78895,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,1,7,1312,3,2,1,0,0,0,0,0,5,0,0,0,0,0,Segundo Grau,437.3333333333333
79443,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,374,8233,383750,764,8090,9526,0,0,1041,0,0,143,0,51,396,130,0,Segundo Grau,502.29057591623035
79443,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Sim,2023-04-30,2,91,7389,11,91,19,0,0,1,0,0,0,0,0,1,0,0,Segundo Grau,671.7272727272727
79443,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,3,29,2209,5,22,1765,0,0,125,0,0,7,0,5,26,15,0,Segundo Grau,441.8
79444,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,80,6270,31089,41,5811,4470,57,0,74,2,7,459,48,15,26,20,0,Primeiro Grau,758.2682926829268
79483,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,4,759,20510,42,907,412,75,0,1,0,0,0,0,6,90,27,0,Segundo Grau,488.3333333333333
79483,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,21,246,2742,9,108,151,14,0,0,0,0,138,0,3,17,3,0,Segundo Grau,304.6666666666667
79974,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,149,1025,62015,134,1142,478,137,0,1,0,0,0,0,50,91,43,0,Segundo Grau,462.7985074626866
79974,TRT1,Justiça do Trabalho,1,1,0,0,0,0,0,0,Não,2023-04-30,29,198,5879,22,90,108,18,0,0,0,0,108,0,3,11,1,0,Segundo Grau,267.22727272727275
