id_orgao_julgador,sigla_tribunal,ramo_justica,sigla_grau_G2,id_formato,procedimento_1,procedimento_3,procedimento_4,procedimento_5,procedimento_6,procedimento_7,originario,ultimo_dia,ind1,ind2,ind16_dias,ind16_proc,ind5,ind6a,ind8a,ind9,ind10,ind13a,ind13b,ind4,ind11,ind24,ind25,ind26,formato_Físico,grau,tramit_tmp
33688,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,185,8075,33851,24,8032,5353,76,3,68,1,2,43,87,23,78,8,0,Primeiro Grau,1410.4583333333333
33688,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,,1035,289,1,990,756,4,0,3,0,0,45,0,1,3,0,0,Primeiro Grau,289.0
33688,TRT1,Justiça do Trabalho,0,2,0,0,0,0,0,0,Sim,2023-04-30,,864,7477,2,864,0,0,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,3738.5
33688,TRT1,Justiça do Trabalho,0,2,0,0,0,1,0,0,Sim,2023-04-30,,25,1346,1,25,0,1,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,1346.0
33689,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,111,8128,73169,74,8123,4706,383,0,346,3,3,5,163,74,91,66,0,Primeiro Grau,988.7702702702703
33689,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,,704,2002,1,703,441,34,0,1,0,0,1,1,2,3,2,0,Primeiro Grau,2002.0
33690,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,110,9474,58234,66,9228,6241,207,1,174,7,12,246,114,14,62,15,0,Primeiro Grau,882.3333333333334
33690,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,,860,3396,3,847,582,4,0,1,0,0,13,0,0,6,0,0,Primeiro Grau,1132.0
33691,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,,1427,603,1,1425,303,2,0,3,0,0,2,1,0,0,0,0,Primeiro Grau,603.0
33691,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,65,8362,84184,66,7979,5643,261,1,168,2,6,383,50,34,73,17,0,Primeiro Grau,1275.5151515151515
33691,TRT1,Justiça do Trabalho,0,2,0,0,0,0,0,0,Sim,2023-04-30,,1275,9642,2,1275,0,0,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,4821.0
33692,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,95,7182,13562,13,7160,4477,141,0,124,3,8,22,115,17,40,29,0,Primeiro Grau,1043.2307692307693
33692,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,1,832,2353,1,829,549,9,0,9,0,0,3,0,2,0,2,0,Primeiro Grau,2353.0
33692,TRT1,Justiça do Trabalho,0,2,0,0,0,0,0,0,Sim,2023-04-30,,762,8924,1,762,0,0,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,8924.0
33693,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,100,7408,17542,16,7363,3938,164,0,170,1,10,45,138,31,42,19,0,Primeiro Grau,1096.375
33693,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,,861,2553,1,810,449,12,0,12,0,0,51,0,1,1,1,0,Primeiro Grau,2553.0
33694,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,71,6533,57769,43,6413,4236,107,0,92,2,6,120,60,20,44,15,0,Primeiro Grau,1343.4651162790697
33694,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,5,1049,1687,2,1027,555,4,0,4,0,0,22,0,0,3,1,0,Primeiro Grau,843.5
33695,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,2,728,4147,2,728,234,1,1,1,0,0,0,0,0,1,0,0,Primeiro Grau,2073.5
33695,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,67,6913,72390,64,6764,4120,100,0,124,3,8,149,67,13,22,15,0,Primeiro Grau,1131.09375
33695,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,5,1244,8828,7,1214,674,15,0,9,0,0,30,1,1,3,1,0,Primeiro Grau,1261.142857142857
33696,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,85,5443,16974,24,5377,3231,132,0,125,5,8,66,126,25,35,30,0,Primeiro Grau,707.25
33696,TRT1,Justiça do Trabalho,0,1,0,1,0,0,0,0,Sim,2023-04-30,,25,581,1,25,10,0,0,0,0,0,0,0,0,0,0,0,Primeiro Grau,581.0
33696,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,1,961,9384,4,926,654,6,1,18,0,0,35,0,0,0,0,0,Primeiro Grau,2346.0
33697,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,2,563,1,1,563,173,0,1,0,0,0,0,0,0,1,0,0,Primeiro Grau,1.0
33697,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,71,5175,25931,44,5074,2792,92,0,141,3,6,101,126,14,56,11,0,Primeiro Grau,589.3409090909091
33697,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,3,835,2109,1,808,552,4,0,2,0,0,27,0,2,12,1,0,Primeiro Grau,2109.0
33713,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,93,7131,36893,53,7075,4153,200,0,178,1,7,56,156,31,41,33,0,Primeiro Grau,696.0943396226415
33713,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,8,1506,4756,7,1487,764,28,0,8,1,1,19,0,0,4,1,0,Primeiro Grau,679.4285714285714
33714,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,93,8490,55609,44,8321,5364,99,0,207,0,3,169,129,43,90,30,0,Primeiro Grau,1263.840909090909
33714,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,4,1351,2083,1,1247,914,4,0,24,0,0,104,2,3,8,1,0,Primeiro Grau,2083.0
33715,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,103,7263,27016,22,7091,3962,110,0,252,5,6,172,155,22,52,17,0,Primeiro Grau,1228.0
33715,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,4,1372,4245,4,1318,878,17,0,28,0,0,54,0,1,5,0,0,Primeiro Grau,1061.25
33716,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,105,7338,75359,61,7227,4462,69,0,159,8,11,111,170,5,40,10,0,Primeiro Grau,1235.3934426229507
33716,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,7,1408,4827,4,1304,738,6,1,19,0,0,104,1,2,2,4,0,Primeiro Grau,1206.75
33717,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,90,6781,57301,56,6699,3781,147,0,173,2,6,82,166,29,35,24,0,Primeiro Grau,1023.2321428571429
33717,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,2,912,841,2,870,580,11,0,6,0,0,42,0,0,4,0,0,Primeiro Grau,420.5
33718,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,99,7189,24568,35,7037,4635,174,0,223,3,12,152,160,27,44,38,0,Primeiro Grau,701.9428571428572
33718,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,10,1281,8847,8,1196,1026,20,0,17,0,0,85,0,2,3,3,0,Primeiro Grau,1105.875
33719,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,51,7608,69550,78,7516,5243,84,0,115,3,4,92,150,23,64,11,0,Primeiro Grau,891.6666666666666
33719,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,11,1476,6310,3,1412,968,9,0,15,1,0,64,3,0,4,0,0,Primeiro Grau,2103.3333333333335
33720,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,76,7504,42131,36,7494,4822,89,0,128,0,9,10,98,13,5,20,0,Primeiro Grau,1170.3055555555557
33720,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,1,1293,3426,2,1292,757,12,0,3,0,0,1,2,0,1,1,0,Primeiro Grau,1713.0
33721,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,4,902,2,1,902,142,0,0,1,1,0,0,0,0,0,0,0,Primeiro Grau,2.0
33721,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,79,4776,18806,19,4668,2828,83,0,115,7,12,108,86,14,43,17,0,Primeiro Grau,989.7894736842105
33721,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,4,1101,2134,1,1069,697,7,0,8,0,1,32,0,0,4,0,0,Primeiro Grau,2134.0
33722,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,84,5288,1756,3,5138,3524,51,0,112,4,14,150,79,10,29,2,0,Primeiro Grau,585.3333333333334
33723,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,106,7404,12089,18,7254,4422,58,0,96,4,8,150,106,11,29,11,0,Primeiro Grau,671.6111111111111
33723,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,10,1418,2071,1,1365,819,10,0,4,1,0,53,0,1,3,0,0,Primeiro Grau,2071.0
33723,TRT1,Justiça do Trabalho,0,2,0,0,0,0,0,0,Sim,2023-04-30,,1444,34014,9,1444,0,9,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,3779.3333333333335
33724,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,108,9959,63949,58,9832,6577,89,0,180,1,7,127,108,34,102,27,0,Primeiro Grau,1102.5689655172414
33724,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,8,1583,2183,1,1480,754,16,0,22,0,0,103,1,1,76,2,0,Primeiro Grau,2183.0
33725,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,109,8931,128297,104,8744,5682,131,0,205,1,4,187,206,39,49,39,0,Primeiro Grau,1233.625
33725,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,2,1357,4224,4,1241,537,6,0,3,0,0,116,0,0,2,1,0,Primeiro Grau,1056.0
33725,TRT1,Justiça do Trabalho,0,2,0,0,0,0,0,0,Sim,2023-04-30,,505,4084,1,505,0,1,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,4084.0
33726,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,124,7701,71261,91,7602,3626,199,0,231,5,7,99,118,53,50,39,0,Primeiro Grau,783.0879120879121
33726,TRT1,Justiça do Trabalho,0,1,0,1,0,0,0,0,Sim,2023-04-30,,10,1369,1,10,6,1,0,0,0,0,0,0,0,0,0,0,Primeiro Grau,1369.0
33726,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,6,1155,2396,1,1112,523,7,0,4,0,0,43,0,1,4,1,0,Primeiro Grau,2396.0
33727,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,105,8184,35600,34,7972,5684,111,0,142,3,13,212,158,15,28,16,0,Primeiro Grau,1047.0588235294117
33727,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,2,948,514,2,875,650,8,0,3,0,0,73,0,0,0,0,0,Primeiro Grau,257.0
33728,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,106,4294,18338,28,4194,2072,56,0,90,8,5,100,129,13,42,24,0,Primeiro Grau,654.9285714285714
33729,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,60,4521,11575,26,4461,2169,164,0,209,2,4,60,144,39,51,31,0,Primeiro Grau,445.1923076923077
33730,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,3,1133,480,1,1133,273,0,1,0,0,0,0,0,0,0,0,0,Primeiro Grau,480.0
33730,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,77,6020,65376,41,5975,3875,87,0,155,6,6,45,110,24,55,31,0,Primeiro Grau,1594.5365853658536
33730,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,2,1092,3593,4,1074,796,22,0,16,0,1,18,0,1,7,11,0,Primeiro Grau,898.25
33731,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,3,1193,1,1,1193,241,1,1,0,0,0,0,1,0,1,0,0,Primeiro Grau,1.0
33731,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,66,6925,71664,29,6921,4089,83,0,106,6,2,4,121,34,69,28,0,Primeiro Grau,2471.1724137931033
33731,TRT1,Justiça do Trabalho,0,1,0,0,1,0,0,0,Sim,2023-04-30,,42,4002,1,36,27,0,0,0,0,0,6,0,0,0,0,0,Primeiro Grau,4002.0
33731,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,7,1317,32541,20,1315,990,13,3,14,0,0,2,0,2,6,5,0,Primeiro Grau,1627.05
33732,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,1,1081,7451,2,1081,220,0,0,0,0,0,0,0,0,1,0,0,Primeiro Grau,3725.5
33732,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,70,5533,55858,39,5498,3715,67,0,114,4,4,35,82,30,65,22,0,Primeiro Grau,1432.2564102564102
33732,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,7,1050,30646,40,1016,738,25,1,37,0,0,34,0,1,10,14,0,Primeiro Grau,766.15
33733,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,3,1056,9,2,1056,214,0,2,2,1,0,0,1,0,0,0,0,Primeiro Grau,4.5
33733,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,71,6025,20976,11,5989,3930,99,0,138,10,3,36,57,30,71,56,0,Primeiro Grau,1906.909090909091
33733,TRT1,Justiça do Trabalho,0,1,0,0,1,0,0,0,Sim,2023-04-30,,47,2357,1,41,25,4,0,0,0,0,6,0,0,0,0,0,Primeiro Grau,2357.0
33733,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,4,1523,22858,24,1506,935,32,0,7,0,0,17,0,0,3,3,0,Primeiro Grau,952.4166666666666
33734,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,77,5813,49919,42,5798,3623,39,1,96,3,6,15,62,10,21,23,0,Primeiro Grau,1188.547619047619
33734,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,6,1276,3506,4,1273,862,18,0,4,0,0,3,0,0,2,1,0,Primeiro Grau,876.5
33735,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,68,5852,32906,25,5813,3620,103,0,138,3,9,39,136,15,49,15,0,Primeiro Grau,1316.24
33735,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,3,1238,8023,5,1207,800,31,0,18,0,0,31,0,14,22,9,0,Primeiro Grau,1604.6
33736,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,68,5673,14893,14,5646,3829,82,0,67,5,6,27,97,14,35,12,0,Primeiro Grau,1063.7857142857142
33736,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,7,1216,11443,6,1200,847,15,2,8,0,0,16,0,6,9,2,0,Primeiro Grau,1907.1666666666667
33737,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,4,1052,438,1,1052,178,0,1,0,0,0,0,0,0,1,1,0,Primeiro Grau,438.0
33737,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,77,4529,42489,46,4515,3432,85,0,98,8,4,14,82,36,102,40,0,Primeiro Grau,923.6739130434783
33737,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,8,1319,3931,3,1263,962,38,0,13,0,0,56,1,7,10,7,0,Primeiro Grau,1310.3333333333333
33738,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,69,5964,9717,20,5917,4016,62,0,86,0,0,47,68,9,9,9,0,Primeiro Grau,485.85
33739,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,67,6290,31496,48,6264,4158,181,0,164,2,2,26,81,23,41,17,0,Primeiro Grau,656.1666666666666
33740,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,75,6580,23329,33,6525,4231,98,0,125,5,12,55,93,16,45,8,0,Primeiro Grau,706.939393939394
33740,TRT1,Justiça do Trabalho,0,1,0,1,0,0,0,0,Sim,2023-04-30,,13,895,1,13,13,0,1,0,0,0,0,0,0,0,0,0,Primeiro Grau,895.0
33740,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,6,1119,7875,4,1105,732,8,0,10,1,0,14,1,1,3,0,0,Primeiro Grau,1968.75
33741,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,81,7127,9245,7,7125,4560,115,0,108,4,5,2,150,7,33,7,0,Primeiro Grau,1320.7142857142858
33741,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,2,1169,6361,2,1169,895,6,0,1,0,0,0,0,1,6,1,0,Primeiro Grau,3180.5
33742,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,85,6234,44236,38,6198,4250,58,0,118,1,6,36,124,12,45,17,0,Primeiro Grau,1164.1052631578948
33742,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,1,950,8019,3,926,609,15,0,4,0,0,24,0,0,4,0,0,Primeiro Grau,2673.0
33742,TRT1,Justiça do Trabalho,0,2,0,0,0,0,0,1,Sim,2023-04-30,,4,19877,2,4,0,2,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,9938.5
33743,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,3,1290,12,2,1290,182,0,2,0,0,0,0,0,0,1,0,0,Primeiro Grau,6.0
33743,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,76,6938,8229,8,6853,4877,78,0,150,1,4,85,193,19,43,30,0,Primeiro Grau,1028.625
33743,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,1,1107,2815,1,1059,775,4,0,0,0,0,48,1,0,6,1,0,Primeiro Grau,2815.0
33744,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,79,6712,114765,65,6590,3926,108,0,225,6,9,122,158,16,49,28,0,Primeiro Grau,1765.6153846153845
33744,TRT1,Justiça do Trabalho,0,1,0,0,1,0,0,0,Sim,2023-04-30,,49,580,1,39,30,0,0,0,0,0,10,0,0,0,0,0,Primeiro Grau,580.0
33744,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,3,1247,11678,5,1156,729,14,0,35,0,0,91,0,1,7,0,0,Primeiro Grau,2335.6
33745,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,82,5889,11093,16,5814,3794,55,0,76,3,7,75,67,3,28,0,0,Primeiro Grau,693.3125
33745,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,1,1162,13362,5,1134,761,19,0,4,0,0,28,0,1,9,0,0,Primeiro Grau,2672.4
33746,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,85,5853,37526,46,5756,3543,119,0,175,1,6,97,121,25,33,16,0,Primeiro Grau,815.7826086956521
33746,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,2,877,5388,3,839,533,14,0,5,0,0,38,2,0,4,1,0,Primeiro Grau,1796.0
33747,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,88,8421,46448,17,8219,5010,83,0,126,4,11,202,168,12,36,77,0,Primeiro Grau,2732.235294117647
33747,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,4,767,1351,2,756,473,7,1,4,0,0,11,3,0,3,0,0,Primeiro Grau,675.5
33748,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,91,6943,78489,46,6879,5822,168,0,116,3,7,64,99,24,43,22,0,Primeiro Grau,1706.2826086956522
33748,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,11,592,1130,1,574,436,51,0,6,0,2,18,0,4,5,1,0,Primeiro Grau,1130.0
33749,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,173,7346,30911,25,7251,4798,156,3,231,10,10,95,219,33,67,19,0,Primeiro Grau,1236.44
33750,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,65,5149,143935,39,4782,3415,141,0,140,5,15,367,103,29,38,29,0,Primeiro Grau,3690.641025641026
33750,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,7,523,3574,2,513,364,31,0,10,0,0,10,0,0,3,0,0,Primeiro Grau,1787.0
33751,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,72,4763,441067,97,4540,3403,67,0,192,6,8,223,64,29,64,11,0,Primeiro Grau,4547.082474226804
33753,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,2,824,9,2,824,275,0,2,1,0,0,0,0,0,0,0,0,Primeiro Grau,4.5
33753,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,91,7422,40367,33,7251,4721,51,0,101,5,4,171,79,19,39,16,0,Primeiro Grau,1223.2424242424242
33753,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,4,1161,6404,7,1116,752,6,0,8,0,0,45,0,0,4,0,0,Primeiro Grau,914.8571428571429
33754,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,90,5388,31142,51,5269,3390,115,0,143,3,6,119,152,21,36,22,0,Primeiro Grau,610.6274509803922
33754,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,4,1138,12984,14,1098,715,158,0,18,0,0,40,1,5,9,1,0,Primeiro Grau,927.4285714285714
33755,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,81,6079,82527,68,5901,3515,118,0,225,4,5,178,156,33,49,44,0,Primeiro Grau,1213.6323529411766
33755,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,9,987,312,4,929,600,15,0,11,0,1,58,0,9,8,4,0,Primeiro Grau,78.0
33756,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,82,5999,33239,31,5901,3878,106,0,194,2,6,98,142,22,47,29,0,Primeiro Grau,1072.225806451613
33756,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,10,963,219,2,939,617,18,0,18,0,1,24,1,2,4,1,0,Primeiro Grau,109.5
33757,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,90,6254,93516,53,6095,3722,108,0,134,4,10,159,130,30,28,27,0,Primeiro Grau,1764.4528301886792
33757,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,4,1083,5411,13,1027,604,17,0,32,0,1,56,0,4,4,2,0,Primeiro Grau,416.2307692307692
33758,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,96,6857,31029,16,6755,3816,142,2,195,0,7,102,83,37,27,42,0,Primeiro Grau,1939.3125
33758,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,8,900,1600,3,860,562,11,3,13,0,0,40,2,2,2,0,0,Primeiro Grau,533.3333333333334
33759,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,2,904,5,2,904,269,0,2,0,0,0,0,0,0,0,0,0,Primeiro Grau,2.5
33759,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,92,7165,143929,60,7007,4565,148,1,170,1,2,158,130,34,67,46,0,Primeiro Grau,2398.8166666666666
33759,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,4,1038,4656,18,975,772,12,1,24,0,0,63,0,1,6,0,0,Primeiro Grau,258.6666666666667
33759,TRT1,Justiça do Trabalho,0,2,0,0,0,0,0,0,Sim,2023-04-30,,468,6562,1,468,0,1,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,6562.0
33760,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,83,6627,38098,27,6468,4464,100,0,104,2,7,159,83,9,30,14,0,Primeiro Grau,1411.037037037037
33760,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,7,1056,6603,15,1011,672,13,0,26,0,0,45,2,1,2,2,0,Primeiro Grau,440.2
33761,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,5,937,355,1,937,266,0,0,3,0,0,0,0,0,0,1,0,Primeiro Grau,355.0
33761,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,86,5033,30416,32,4926,3153,163,1,159,1,10,107,125,18,44,23,0,Primeiro Grau,950.5
33761,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,2,925,514,4,872,649,14,0,7,0,0,53,0,2,9,0,0,Primeiro Grau,128.5
33762,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,89,5469,30803,43,5357,3384,145,0,203,1,2,112,111,27,41,16,0,Primeiro Grau,716.3488372093024
33762,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,8,1252,4715,5,1209,765,17,1,24,1,0,43,1,4,6,1,0,Primeiro Grau,943.0
33762,TRT1,Justiça do Trabalho,0,2,0,0,0,0,0,0,Sim,2023-04-30,,387,4095,1,387,0,0,0,0,0,0,0,0,0,0,0,1,Primeiro Grau,4095.0
33763,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,0,Sim,2023-04-30,89,5505,27391,33,5365,2119,104,0,128,3,8,140,176,21,28,24,0,Primeiro Grau,830.030303030303
33763,TRT1,Justiça do Trabalho,0,1,0,0,0,1,0,0,Sim,2023-04-30,6,1304,5414,3,1247,622,37,0,17,0,0,57,1,4,10,2,0,Primeiro Grau,1804.6666666666667
33764,TRT1,Justiça do Trabalho,0,1,0,0,0,0,0,1,Sim,2023-04-30,6,696,2,2,696,234,0,2,0,0,0,0,0,0,0,0,0,Primeiro Grau,1.0
