sigla_tribunal,id_orgao_julgador,servidores
TJMG,78421,0.00
TJMG,78422,0.00
TJMG,78525,13.00
TJMG,78526,10.00
TJMG,78527,0.00
TJMG,78539,9.00
TJMG,78540,9.00
TJMG,78541,9.00
TJMG,78542,20.00
TJMG,78570,0.00
TJMG,78597,13.00
TJMG,78771,0.00
TJMG,78831,6.00
TJMG,78832,8.00
TJMG,78833,9.00
TJMG,78834,5.00
TJMG,78835,6.00
TJMG,79247,0.00
TJMG,79248,0.00
TJMG,79249,0.00
TJMG,79267,0.00
TJMG,79268,0.00
TJMG,79269,0.00
TJMG,79461,4.00
TJMG,79467,16.00
TJMG,79523,0.00
TJMG,79977,6.00
TJMG,80052,10.00
TJMG,80053,4.00
TJMG,80054,0.00
TJMG,80055,0.00
TJMG,80156,0.00
TJMG,80157,0.00
TJMG,80158,0.00
TJMG,80159,0.00
TJMG,80160,0.00
TJMG,80161,0.00
TJMG,80162,0.00
TJMG,80163,0.00
TJMG,80164,0.00
TJMG,80165,1.00
TJMG,80166,0.00
TJMG,80167,0.00
TJMG,80168,0.00
TJMG,80169,0.00
TJMG,80170,0.00
TJMG,80171,0.00
TJMG,80172,0.00
TJMG,80173,0.00
TJMG,80174,0.00
TJMG,80175,1.00
TJMG,80176,0.00
TJMG,80177,0.00
TJMG,80178,0.00
TJMG,80179,0.00
TJMG,80180,0.00
TJMG,80181,0.00
TJMG,80182,0.00
TJMG,80183,0.00
TJMG,80184,1.00
TJMG,80185,0.00
TJMG,80186,0.00
TJMG,80187,0.00
TJMG,80188,0.00
TJMG,80190,0.00
TJMG,80191,0.00
TJMG,80192,0.00
TJMG,80193,0.00
TJMG,80194,0.00
TJMG,80195,0.00
TJMG,80196,0.00
TJMG,80197,0.00
TJMG,80198,0.00
TJMG,80199,2.00
TJMG,80200,0.00
TJMG,80201,0.00
TJMG,80202,0.00
TJMG,80203,0.00
TJMG,80204,0.00
TJMG,80205,0.00
TJMG,80206,0.00
TJMG,80207,0.00
TJMG,80208,0.00
TJMG,80209,0.00
TJMG,80210,0.00
TJMG,80211,2.00
TJMG,80212,0.00
TJMG,80213,0.00
TJMG,80214,0.00
TJMG,80215,0.00
TJMG,80216,0.00
TJMG,80217,0.00
TJMG,80218,0.00
TJMG,80219,0.00
TJMG,80220,2.00
TJMG,80221,0.00
TJMG,80222,0.00
TJMG,80223,0.00
TJMG,80224,0.00
TJMG,80225,0.00
TJMG,80227,0.00
TJMG,80228,1.00
TJMG,80229,0.00
TJMG,80230,0.00
TJMG,80231,0.00
TJMG,80232,0.00
TJMG,80233,0.00
TJMG,80234,0.00
TJMG,80235,0.00
TJMG,80236,1.00
TJMG,80237,0.00
TJMG,80238,0.00
TJMG,80239,0.00
TJMG,80240,0.00
TJMG,80241,0.00
TJMG,80242,0.00
TJMG,80243,0.00
TJMG,80244,1.00
TJMG,80245,0.00
TJMG,80246,0.00
TJMG,80247,0.00
TJMG,80248,0.00
TJMG,80249,0.00
TJMG,80250,0.00
TJMG,80251,0.00
TJMG,80252,7.00
TJMG,80287,0.00
TJMG,80288,0.00
TJMG,80289,0.00
TJMG,80290,0.00
TJMG,80293,1.00
TJMG,80294,4.00
TJMG,80295,5.00
TJMG,80296,0.00
TJMG,80298,0.00
TJMG,80299,0.00
TJMG,80300,0.00
TJMG,80301,0.00
TJMG,80308,0.00
TJMG,80309,0.00
TJMG,80315,15.00
TJMG,80316,14.00
TJMG,80318,0.00
TJMG,80319,0.00
TJMG,80385,0.00
TJMG,80386,0.00
TJMG,80396,0.00
TJMG,80397,0.00
TJMG,81128,0.00
TJMG,81129,0.00
TJMG,81130,0.00
TJMG,81131,0.00
TJMG,81132,0.00
TJMG,81133,0.00
TJMG,81165,0.00
TJMG,81166,0.00
TJMG,81168,0.00
TJMG,81194,0.00
TJMG,81195,0.00
TJMG,81196,0.00
TJMG,81197,0.00
TJMG,81198,0.00
TJMG,81202,0.00
TJMG,81203,0.00
TJMG,81204,0.00
TJMG,81205,0.00
TJMG,81227,0.00
TJMG,81228,0.00
TJMG,81229,0.00
TJMG,81230,0.00
TJMG,81284,0.00
TJMG,81339,0.00
TJMG,81360,0.00
TJMG,81361,0.00
TJMG,81362,0.00
TJMG,81366,0.00
TJMG,81367,0.00
TJMG,81368,0.00
TJMG,81401,0.00
TJMG,81402,0.00
TJMG,81422,0.00
TJMG,81423,0.00
TJMG,81424,0.00
TJMG,81426,0.00
TJMG,81467,0.00
TJMG,81471,0.00
TJMG,81472,0.00
TJMG,81486,0.00
TJMG,81487,0.00
TJMG,81491,0.00
TJMG,81492,0.00
TJMG,81495,0.00
TJMG,81498,0.00
TJMG,81499,0.00
TJMG,81500,0.00
TJMG,81501,0.00
TJMG,81525,0.00
TJMG,81526,0.00
TJMG,81527,0.00
TJMG,81528,0.00
TJMG,81529,0.00
TJMG,81530,0.00
TJMG,81531,0.00
TJMG,81532,0.00
TJMG,81533,0.00
TJMG,81534,0.00
TJMG,81537,0.00
TJMG,81538,0.00
TJMG,81588,0.00
TJMG,81639,0.00
TJMG,81640,0.00
TJMG,81641,0.00
TJMG,81642,0.00
TJMG,81645,0.00
TJMG,81646,0.00
TJMG,81659,0.00
TJMG,81660,0.00
TJMG,81661,0.00
TJMG,81662,0.00
TJMG,81663,0.00
TJMG,81664,0.00
TJMG,81665,0.00
TJMG,81698,0.00
TJMG,81699,0.00
TJMG,81700,0.00
TJMG,81701,0.00
TJMG,81702,0.00
TJMG,81703,0.00
TJMG,81704,0.00
TJMG,81710,0.00
TJMG,81711,0.00
TJMG,81712,0.00
TJMG,81713,0.00
TJMG,81714,0.00
TJMG,81715,0.00
TJMG,81716,0.00
TJMG,81717,0.00
TJMG,81718,0.00
TJMG,81719,0.00
TJMG,81720,0.00
TJMG,81721,0.00
TJMG,81722,0.00
TJMG,81723,0.00
TJMG,81724,0.00
TJMG,81725,0.00
TJMG,81726,0.00
TJMG,81727,0.00
TJMG,81728,0.00
TJMG,81729,0.00
TJMG,81730,0.00
TJMG,81731,0.00
TJMG,81732,0.00
TJMG,81742,0.00
TJMG,81744,0.00
TJMG,81745,0.00
TJMG,81746,0.00
TJMG,81747,0.00
TJMG,81748,0.00
TJMG,81749,0.00
TJMG,81750,0.00
TJMG,81824,0.00
TJMG,81825,0.00
TJMG,81831,0.00
TJMG,81934,0.00
TJMG,81935,0.00
TJMG,82063,0.00
TJMG,82064,0.00
TJMG,82065,0.00
TJMG,82073,0.00
TJMG,82074,0.00
TJMG,82075,0.00
TJMG,82077,0.00
TJMG,82078,0.00
TJMG,82079,0.00
TJMG,82080,0.00
TJMG,82081,0.00
TJMG,82082,0.00
TJMG,82083,0.00
TJMG,82084,0.00
TJMG,82130,0.00
TJMG,82132,0.00
TJMG,82158,0.00
TJMG,82179,0.00
TJMG,82241,0.00
TJMG,82242,0.00
TJMG,82308,0.00
TJMG,82309,0.00
TJMG,82338,0.00
TJMG,82339,0.00
TJMG,82340,0.00
TJMG,82341,0.00
TJMG,82345,0.00
TJMG,82346,0.00
TJMG,82418,0.00
TJMG,82419,0.00
TJMG,82443,0.00
TJMG,82444,0.00
TJMG,82445,0.00
TJMG,82446,0.00
TJMG,82447,0.00
TJMG,82448,0.00
TJMG,82450,0.00
TJMG,82451,0.00
TJMG,82470,0.00
TJMG,82474,0.00
TJMG,82475,0.00
TJMG,82476,0.00
TJMG,82477,0.00
TJMG,82478,0.00
TJMG,82484,0.00
TJMG,82485,0.00
TJMG,82486,0.00
TJMG,82487,0.00
TJMG,82488,0.00
TJMG,82505,0.00
TJMG,82506,0.00
TJMG,82507,0.00
TJMG,82508,0.00
TJMG,82509,0.00
TJMG,82514,0.00
TJMG,82527,0.00
TJMG,82738,0.00
TJMG,82739,0.00
TJMG,82740,0.00
TJMG,82741,0.00
TJMG,82742,0.00
TJMG,82743,0.00
TJMG,82798,0.00
TJMG,82799,0.00
TJMG,82800,0.00
TJMG,82801,0.00
TJMG,82904,0.00
TJMG,82905,0.00
TJMG,82928,0.00
TJMG,82989,0.00
TJMG,83030,0.00
TJMG,83031,0.00
TJMG,83032,0.00
TJMG,83033,0.00
TJMG,83035,0.00
TJMG,83036,0.00
TJMG,83130,0.00
TJMG,83135,0.00
TJMG,83136,0.00
TJMG,83149,0.00
TJMG,83150,0.00
TJMG,83161,0.00
TJMG,83162,0.00
TJMG,83163,0.00
TJMG,83314,0.00
TJMG,83315,0.00
TJMG,83316,0.00
TJMG,83317,0.00
TJMG,83318,0.00
TJMG,83327,0.00
TJMG,83328,0.00
TJMG,83364,0.00
TJMG,83371,0.00
TJMG,83404,0.00
TJMG,83405,0.00
TJMG,83418,0.00
TJMG,83460,0.00
TJMG,83461,0.00
TJMG,83462,0.00
TJMG,83527,0.00
TJMG,83528,0.00
TJMG,83530,0.00
TJMG,83555,0.00
TJMG,83556,0.00
TJMG,83557,0.00
TJMG,83558,0.00
TJMG,83579,0.00
TJMG,83581,0.00
TJMMG,14140,4.00
TJMMG,14141,4.00
TJMMG,14142,4.00
TJMMG,14143,6.00
TJMMG,27343,0.00
TJMMG,27344,0.00
TJMMG,27345,0.00
TJMMG,27346,0.00
TJMMG,27347,0.00
TJMMG,27348,0.00
TJMMG,27349,0.00
TJMMG,27350,0.00
TJMMG,27351,0.00
TJMMG,27352,0.00
TJMMG,27353,0.00
TJMMG,27354,4.00
TJMMG,73041,1.00
TJMMG,73042,4.00
TJMMG,73043,1.00
TJMMG,81647,4.00
TJMMG,81648,3.00
TJMRS,12645,2.00
TJMRS,12646,1.00
TJMRS,13231,4.00
TJMRS,13232,5.00
TJMRS,13234,5.00
TJMRS,13235,3.00
TJMRS,63931,0.00
TJMRS,63932,0.00
TJMRS,63933,0.00
TJMRS,63934,0.00
TJMRS,63935,0.00
TJMRS,63936,0.00
TJMRS,63937,0.00
TJMS,2788,4.00
TJMS,2789,6.00
TJMS,2790,6.00
TJMS,2791,4.00
TJMS,2797,8.00
TJMS,2800,6.00
TJMS,2802,1.00
TJMS,2804,6.00
TJMS,2806,6.00
TJMS,2807,7.00
TJMS,2809,5.00
TJMS,2811,5.00
TJMS,2812,6.00
TJMS,2814,5.00
TJMS,2815,5.00
TJMS,2816,7.00
TJMS,2818,5.00
TJMS,2821,0.00
TJMS,2822,6.00
TJMS,2823,0.00
TJMS,2824,5.00
TJMS,2825,7.00
TJMS,2826,5.00
TJMS,2827,6.00
TJMS,2829,4.00
TJMS,2830,3.00
TJMS,2831,5.00
TJMS,2832,6.00
TJMS,2833,7.00
TJMS,2834,4.00
TJMS,2836,6.00
TJMS,2839,6.00
TJMS,2842,5.00
TJMS,2846,2.00
TJMS,3483,5.00
TJMS,3484,7.00
TJMS,3485,6.00
TJMS,3486,5.00
TJMS,3487,5.00
TJMS,3488,5.00
TJMS,3489,5.00
TJMS,3490,6.00
TJMS,3491,9.00
TJMS,3492,0.00
TJMS,3493,5.00
TJMS,3494,0.00
TJMS,3495,0.00
TJMS,3496,5.00
TJMS,3497,0.00
TJMS,3498,6.00
TJMS,3499,4.00
TJMS,3500,0.00
TJMS,3501,3.00
TJMS,3502,5.00
TJMS,3503,0.00
TJMS,3504,10.00
TJMS,3505,5.00
TJMS,3506,11.00
TJMS,3507,0.00
TJMS,3508,7.00
TJMS,3509,6.00
TJMS,3510,3.00
TJMS,3511,6.00
TJMS,3512,0.00
TJMS,3513,5.00
TJMS,3514,5.00
TJMS,3515,4.00
TJMS,3516,6.00
TJMS,3517,6.00
TJMS,3518,6.00
TJMS,3519,6.00
TJMS,3520,5.00
TJMS,3521,5.00
TJMS,3522,5.00
TJMS,3523,5.00
TJMS,3524,7.00
TJMS,3525,4.00
TJMS,3526,5.00
TJMS,3527,4.00
TJMS,3528,7.00
TJMS,3529,5.00
TJMS,3530,6.00
TJMS,3531,3.00
TJMS,3532,7.00
TJMS,3533,5.00
TJMS,3534,5.00
TJMS,3535,0.00
TJMS,3536,4.00
TJMS,3537,5.00
TJMS,3538,4.00
TJMS,3539,5.00
TJMS,3540,6.00
TJMS,3541,7.00
TJMS,3542,0.00
TJMS,3543,4.00
TJMS,3544,5.00
TJMS,3545,4.00
TJMS,3546,5.00
TJMS,3547,5.00
TJMS,3548,7.00
TJMS,3549,5.00
TJMS,3550,5.00
TJMS,3551,6.00
TJMS,3552,5.00
TJMS,3553,6.00
TJMS,3554,5.00
TJMS,3555,5.00
TJMS,3556,5.00
TJMS,3557,7.00
TJMS,3558,0.00
TJMS,3559,5.00
TJMS,3560,5.00
TJMS,3561,6.00
TJMS,3562,6.00
TJMS,3563,7.00
TJMS,3565,4.00
TJMS,3566,7.00
TJMS,3567,5.00
TJMS,3568,5.00
TJMS,3569,15.00
TJMS,3570,5.00
TJMS,3571,0.00
TJMS,3572,0.00
TJMS,3573,6.00
TJMS,3574,4.00
TJMS,3575,4.00
TJMS,3576,5.00
TJMS,3577,5.00
TJMS,3578,3.00
TJMS,3579,6.00
TJMS,3580,4.00
TJMS,3581,6.00
TJMS,3582,4.00
TJMS,3583,4.00
TJMS,3584,0.00
TJMS,3585,5.00
TJMS,3586,2.00
TJMS,3587,3.00
TJMS,3815,7.00
TJMS,4356,7.00
TJMS,4396,1.00
TJMS,4397,2.00
TJMS,4399,7.00
TJMS,4402,1.00
TJMS,4404,0.00
TJMS,4405,0.00
TJMS,4407,1.00
TJMS,4408,3.00
TJMS,4410,2.00
TJMS,4413,0.00
TJMS,4416,1.00
TJMS,4419,2.00
TJMS,4424,2.00
TJMS,4425,1.00
TJMS,4426,0.00
TJMS,4427,1.00
TJMS,4429,0.00
TJMS,4430,1.00
TJMS,4431,1.00
TJMS,4466,0.00
TJMS,4467,1.00
TJMS,4468,0.00
TJMS,4472,0.00
TJMS,4473,1.00
TJMS,4475,6.00
TJMS,4477,1.00
TJMS,4478,1.00
TJMS,4481,0.00
TJMS,4483,1.00
TJMS,4484,0.00
TJMS,4485,0.00
TJMS,4487,1.00
TJMS,4490,0.00
TJMS,4491,1.00
TJMS,4494,0.00
TJMS,4496,0.00
TJMS,4498,0.00
TJMS,4501,0.00
TJMS,4502,1.00
TJMS,4505,0.00
TJMS,4506,0.00
TJMS,4509,5.00
TJMS,4517,0.00
TJMS,4519,1.00
TJMS,4521,0.00
TJMS,4524,2.00
TJMS,4525,1.00
TJMS,4551,2.00
TJMS,4555,3.00
TJMS,4560,1.00
TJMS,4604,1.00
TJMS,4617,0.00
TJMS,4631,1.00
TJMS,5374,3.00
TJMS,5383,0.00
TJMS,5964,4.00
TJMS,8157,5.00
TJMS,8182,1.00
TJMS,8197,1.00
TJMS,9042,1.00
TJMS,12824,6.00
TJMS,12840,0.00
TJMS,12920,0.00
TJMS,13106,7.00
TJMS,13379,0.00
TJMS,13755,0.00
TJMS,13942,0.00
TJMS,13946,0.00
TJMS,13965,0.00
TJMS,14055,7.00
TJMS,14056,0.00
TJMS,15671,0.00
TJMS,15672,6.00
TJMS,16036,7.00
TJMS,16311,7.00
TJMS,16396,0.00
TJMS,16397,8.00
TJMS,16404,6.00
TJMS,16405,0.00
TJMS,16417,5.00
TJMS,16470,0.00
TJMS,17313,0.00
TJMS,17314,0.00
TJMS,17315,6.00
TJMS,17316,8.00
TJMS,17317,0.00
TJMS,17318,8.00
TJMS,17319,8.00
TJMS,17320,5.00
TJMS,17321,5.00
TJMS,17322,6.00
TJMS,17323,5.00
TJMS,17324,6.00
TJMS,17325,5.00
TJMS,17326,5.00
TJMS,17327,4.00
TJMS,17328,3.00
TJMS,17329,6.00
TJMS,17330,9.00
TJMS,17331,9.00
TJMS,17332,2.00
TJMS,17333,2.00
TJMS,17334,2.00
TJMS,17335,3.00
TJMS,17336,0.00
TJMS,17337,3.00
TJMS,17338,2.00
TJMS,17339,0.00
TJMS,17340,4.00
TJMS,17341,2.00
TJMS,17342,0.00
TJMS,17343,1.00
TJMS,17344,1.00
TJMS,17889,4.00
TJMS,17890,4.00
TJMS,17891,5.00
TJMS,17892,5.00
TJMS,17893,6.00
TJMS,17974,6.00
TJMS,17975,7.00
TJMS,17978,4.00
TJMS,17986,1.00
TJMS,17987,1.00
TJMS,17997,6.00
TJMS,17998,7.00
TJMS,18189,0.00
TJMS,18190,0.00
TJMS,18307,11.00
TJMS,20397,7.00
TJMS,29799,0.00
TJMS,29800,0.00
TJMS,29801,0.00
TJMS,29802,0.00
TJMS,29803,0.00
TJMS,29804,0.00
TJMS,29805,0.00
TJMS,29806,0.00
TJMS,29807,0.00
TJMS,29808,0.00
TJMS,29809,0.00
TJMS,29810,0.00
TJMS,29811,0.00
TJMS,29812,0.00
TJMS,29813,0.00
TJMS,29814,0.00
TJMS,29815,0.00
TJMS,29816,0.00
TJMS,29817,0.00
TJMS,29818,0.00
TJMS,29819,0.00
TJMS,29820,0.00
TJMS,29821,0.00
TJMS,29822,0.00
TJMS,29823,0.00
TJMS,29824,0.00
TJMS,29825,0.00
TJMS,29826,0.00
TJMS,29827,0.00
TJMS,29828,0.00
TJMS,29829,0.00
TJMS,29830,0.00
TJMS,29831,0.00
TJMS,29832,0.00
TJMS,29833,0.00
TJMS,29834,0.00
TJMS,29835,0.00
TJMS,29836,0.00
TJMS,29837,0.00
TJMS,29838,0.00
TJMS,29839,0.00
TJMS,29840,0.00
TJMS,29841,0.00
TJMS,29842,0.00
TJMS,29843,0.00
TJMS,29844,0.00
TJMS,29845,0.00
TJMS,29846,3.00
TJMS,29847,3.00
TJMS,29848,2.00
TJMS,29849,3.00
TJMS,29850,0.00
TJMS,29851,4.00
TJMS,29852,6.00
TJMS,29853,3.00
TJMS,29854,0.00
TJMS,29855,0.00
TJMS,29856,0.00
TJMS,29857,1.00
TJMS,29858,2.00
TJMS,29859,6.00
TJMS,29860,5.00
TJMS,29861,6.00
TJMS,29862,0.00
TJMS,29863,0.00
TJMS,29864,6.00
TJMS,29865,2.00
TJMS,29866,5.00
TJMS,29867,0.00
TJMS,29868,5.00
TJMS,29869,3.00
TJMS,29870,0.00
TJMS,29871,3.00
TJMS,29872,3.00
TJMS,29873,0.00
TJMS,29874,0.00
TJMS,29875,5.00
TJMS,29876,3.00
TJMS,29877,5.00
TJMS,29878,3.00
TJMS,29879,3.00
TJMS,29880,4.00
TJMS,29881,0.00
TJMS,29882,0.00
TJMS,29883,0.00
TJMS,29884,0.00
TJMS,29885,0.00
TJMS,29886,0.00
TJMS,29887,0.00
TJMS,29888,0.00
TJMS,29889,0.00
TJMS,29890,0.00
TJMS,29891,1.00
TJMS,29892,0.00
TJMS,29893,3.00
TJMS,29894,0.00
TJMS,29895,0.00
TJMS,29896,0.00
TJMS,29897,0.00
TJMS,29898,0.00
TJMS,29899,0.00
TJMS,30317,0.00
TJMS,30318,0.00
TJMS,30319,0.00
TJMS,30320,0.00
TJMS,30321,0.00
TJMS,30322,0.00
TJMS,30323,0.00
TJMS,30324,0.00
TJMS,30325,0.00
TJMS,30326,0.00
TJMS,30327,0.00
TJMS,30328,0.00
TJMS,30329,0.00
TJMS,30330,0.00
TJMS,30331,0.00
TJMS,30332,0.00
TJMS,30333,0.00
TJMS,30334,0.00
TJMS,30335,0.00
TJMS,30336,0.00
TJMS,30337,0.00
TJMS,30338,0.00
TJMS,30339,0.00
TJMS,30340,0.00
TJMS,40781,0.00
TJMS,40782,0.00
TJMS,40783,0.00
TJMS,40784,0.00
TJMS,40785,0.00
TJMS,40786,0.00
TJMS,40787,0.00
TJMS,40788,0.00
TJMS,40789,0.00
TJMS,40790,0.00
TJMS,40791,0.00
TJMS,40792,0.00
TJMS,40793,0.00
TJMS,40794,0.00
TJMS,40795,0.00
TJMS,40796,0.00
TJMS,40797,0.00
TJMS,40798,0.00
TJMS,40799,0.00
TJMS,40800,0.00
TJMS,40801,0.00
TJMS,40802,0.00
TJMS,40803,0.00
TJMS,40804,0.00
TJMS,40805,0.00
TJMS,40806,0.00
TJMS,40807,0.00
TJMS,40808,0.00
TJMS,40809,0.00
TJMS,40810,0.00
TJMS,40811,0.00
TJMS,40812,0.00
TJMS,40813,0.00
TJMS,40814,0.00
TJMS,40815,0.00
TJMS,40816,0.00
TJMS,40976,0.00
TJMS,40977,0.00
TJMS,72880,0.00
TJMS,72881,4.00
TJMS,74261,2.00
TJMS,74455,0.00
TJMS,74456,0.00
TJMS,74457,0.00
TJMS,74458,4.00
TJMS,74459,4.00
TJMS,74460,4.00
TJMS,74461,0.00
TJMS,74462,0.00
TJMS,74463,0.00
TJMS,74464,0.00
TJMS,74465,0.00
TJMS,74469,0.00
TJMS,74470,0.00
TJMS,74471,0.00
TJMS,74472,0.00
TJMS,74473,0.00
TJMS,74474,0.00
TJMS,74475,0.00
TJMS,74476,0.00
TJMS,74477,0.00
TJMS,74478,0.00
TJMS,74479,0.00
TJMS,74480,0.00
TJMS,74481,0.00
TJMS,74482,0.00
TJMS,74483,0.00
TJMS,74484,0.00
TJMS,74485,0.00
TJMS,74486,0.00
TJMS,74487,0.00
TJMS,74488,0.00
TJMS,74489,0.00
TJMS,74637,0.00
TJMS,74922,0.00
TJMS,76486,2.00
TJMS,76679,0.00
TJMS,76691,0.00
TJMS,77739,813.00
TJMS,77740,99.00
TJMS,77741,104.00
TJMS,77742,8.00
TJMS,78429,0.00
TJMS,78568,6.00
TJMS,78569,3.00
TJMS,78602,3.00
TJMS,78772,0.00
TJMS,79504,0.00
TJMS,79505,0.00
TJMS,79506,0.00
TJMS,79507,0.00
TJMS,79508,0.00
TJMS,79509,0.00
TJMS,79510,0.00
TJMS,79511,0.00
TJMS,79512,0.00
TJMS,79513,0.00
TJMS,79514,0.00
TJMS,79515,0.00
TJMS,79517,3.00
TJMS,79518,0.00
TJMS,79621,4.00
TJMS,79646,0.00
TJMS,79647,0.00
TJMS,79648,0.00
TJMS,79649,0.00
TJMS,79650,0.00
TJMS,79651,0.00
TJMS,79652,0.00
TJMS,79653,0.00
TJMS,79654,0.00
TJMS,79655,0.00
TJMS,79656,0.00
TJMS,79657,0.00
TJMS,79658,0.00
TJMS,79659,0.00
TJMS,79708,5.00
TJMS,79709,3.00
TJMS,79710,5.00
TJMS,79712,0.00
TJMS,79713,0.00
TJMS,79714,4.00
TJMS,79715,6.00
TJMS,79716,5.00
TJMS,79955,3.00
TJMS,79956,0.00
TJMS,79957,0.00
TJMS,80078,5.00
TJMS,80079,0.00
TJMS,80080,0.00
TJMS,80081,0.00
TJMS,80082,0.00
TJMS,80083,0.00
TJMS,80084,0.00
TJMS,80518,0.00
TJMS,80519,0.00
TJMS,80520,0.00
TJMS,80521,0.00
TJMS,80524,0.00
TJMS,81215,0.00
TJMS,81268,0.00
TJMS,81269,0.00
TJMS,81270,0.00
TJMS,81271,0.00
TJMS,81272,0.00
TJMS,81273,0.00
TJMS,81274,0.00
TJMS,81275,0.00
TJMS,81276,0.00
TJMS,81277,0.00
TJMS,81278,0.00
TJMS,81279,0.00
TJMS,81280,0.00
TJMS,81535,0.00
TJMS,81842,0.00
TJMS,81846,0.00
TJMS,81864,0.00
TJMS,81865,0.00
TJMS,81866,0.00
TJMS,81867,0.00
TJMS,81868,0.00
TJMS,81869,0.00
TJMS,81870,0.00
TJMS,81871,0.00
TJMS,81872,0.00
TJMS,81873,0.00
TJMS,81874,0.00
TJMS,81875,0.00
TJMS,81876,0.00
TJMS,81877,0.00
TJMS,81878,0.00
TJMS,81879,0.00
TJMS,81918,0.00
TJMS,81919,0.00
TJMS,81947,0.00
TJMS,82069,1.00
TJMS,82070,0.00
TJMS,82326,0.00
TJMS,82327,0.00
TJMS,82328,0.00
TJMS,82329,0.00
TJMS,82330,0.00
TJMS,82331,0.00
TJMS,82332,0.00
TJMS,82333,0.00
TJMS,82334,0.00
TJMS,82335,0.00
TJMS,82336,0.00
TJMS,82337,0.00
TJMS,82454,0.00
TJMS,82690,0.00
TJMS,82691,0.00
TJMS,82692,0.00
TJMS,82693,0.00
TJMS,82694,0.00
TJMS,82695,0.00
TJMS,82696,0.00
TJMS,82697,0.00
TJMS,82698,0.00
TJMS,82699,0.00
TJMS,82700,0.00
TJMS,82701,0.00
TJMS,82702,0.00
TJMS,82703,0.00
TJMS,82704,0.00
TJMS,82705,0.00
TJMS,82706,0.00
TJMS,82707,0.00
TJMS,82708,0.00
TJMS,82709,0.00
TJMS,82710,0.00
TJMS,82988,0.00
TJMS,83100,0.00
TJMS,83101,0.00
TJMS,83102,0.00
TJMS,83103,0.00
TJMS,83104,0.00
TJMS,83105,0.00
TJMS,83106,0.00
TJMS,83107,0.00
TJMS,83108,0.00
TJMS,83109,0.00
TJMS,83110,0.00
TJMS,83111,0.00
TJMS,83112,0.00
TJMS,83113,0.00
TJMS,83463,0.00
TJMSP,15660,4.00
TJMSP,15661,2.00
TJMSP,15662,2.00
TJMSP,15663,2.00
TJMSP,15664,26.00
TJMSP,17970,2.00
TJMSP,18394,0.00
TJMSP,29004,1.00
TJMSP,29005,2.00
TJMSP,29006,2.00
TJMSP,29007,2.00
TJMSP,29008,0.00
TJMSP,29009,2.00
TJMSP,29010,0.00
TJMSP,29011,3.00
TJMSP,29012,2.00
TJMSP,29013,6.00
TJMSP,29014,6.00
TJMSP,29015,18.00
TJMSP,29016,18.00
TJMSP,32091,2.00
TJMSP,74537,29.00
TJMSP,81828,12.00
TJMSP,81829,10.00
TJMSP,83221,2.00
TJMT,6286,3.00
TJMT,6295,6.00
TJMT,6298,3.00
TJMT,6304,5.00
TJMT,6309,7.00
TJMT,6312,0.00
TJMT,6315,0.00
TJMT,6316,0.00
TJMT,6317,4.00
TJMT,6319,4.00
TJMT,6322,5.00
TJMT,6325,4.00
TJMT,6329,6.00
TJMT,6334,5.00
TJMT,6337,3.00
TJMT,6338,5.00
TJMT,6339,4.00
TJMT,6340,0.00
TJMT,6341,3.00
TJMT,6342,2.00
TJMT,6343,5.00
TJMT,6344,4.00
TJMT,6346,3.00
TJMT,6349,10.00
TJMT,6356,5.00
TJMT,6361,5.00
TJMT,6363,52.00
TJMT,6367,6.00
TJMT,6369,4.00
TJMT,6371,3.00
TJMT,6372,3.00
TJMT,6373,11.00
TJMT,6374,5.00
TJMT,6377,3.00
TJMT,6378,4.00
TJMT,6380,6.00
TJMT,6381,3.00
TJMT,6382,4.00
TJMT,6383,6.00
TJMT,6384,4.00
TJMT,6385,4.00
TJMT,6386,4.00
TJMT,6387,5.00
TJMT,6388,4.00
TJMT,6389,4.00
TJMT,6390,13.00
TJMT,6391,7.00
TJMT,6392,0.00
TJMT,6393,0.00
TJMT,6491,30.00
TJMT,6493,13.00
TJMT,6495,12.00
TJMT,6496,9.00
TJMT,6497,0.00
TJMT,6498,18.00
TJMT,6499,11.00
TJMT,6500,4.00
TJMT,6501,7.00
TJMT,6502,6.00
TJMT,6505,5.00
TJMT,6506,6.00
TJMT,6507,4.00
TJMT,6508,3.00
TJMT,6511,6.00
TJMT,6536,5.00
TJMT,6540,5.00
TJMT,6541,4.00
TJMT,6542,5.00
TJMT,6543,3.00
TJMT,6545,6.00
TJMT,6546,6.00
TJMT,6547,5.00
TJMT,6554,6.00
TJMT,6557,7.00
TJMT,6565,2.00
TJMT,6569,5.00
TJMT,6578,3.00
TJMT,6583,5.00
TJMT,6588,2.00
TJMT,6591,4.00
TJMT,6596,4.00
TJMT,6603,3.00
TJMT,6606,2.00
TJMT,6610,5.00
TJMT,6611,6.00
TJMT,6616,3.00
TJMT,6621,3.00
TJMT,6626,3.00
TJMT,6631,3.00
TJMT,6636,5.00
TJMT,6642,4.00
TJMT,6647,7.00
TJMT,6652,4.00
TJMT,6666,5.00
TJMT,6678,11.00
TJMT,6687,8.00
TJMT,6698,7.00
TJMT,6713,4.00
TJMT,6718,4.00
TJMT,6723,3.00
TJMT,6737,3.00
TJMT,6798,11.00
TJMT,6799,4.00
TJMT,6800,5.00
TJMT,6801,3.00
TJMT,6802,7.00
