id_orgao_julgador,sigla_tribunal,ramo_justica,sigla_grau,id_formato,procedimento,originario,ultimo_dia,ind1,ind2,ind16_dias,ind16_proc,ind5,ind18_dias,ind6a,ind8a,ind9,ind10,ind13a,ind13b,ind18_proc,ind4,ind11,ind24,ind25,ind26,formato,grau,bx_tmp,tramit_tmp
33717,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,106,2064,28438,54,2025,884841,27,71,242,105,8,11,2025,39,100,11,6,11,Eletrônico,Primeiro Grau,526.6296296296297,436.95851851851853
33717,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,47,1649,14121,45,1177,1028856,136,46,437,163,0,0,1177,472,1,1,8,2,Eletrônico,Primeiro Grau,313.8,874.1342395921835
33718,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,1,172,38,1,171,172320,1,1,3,0,0,0,171,1,1,0,0,0,Eletrônico,Primeiro Grau,38.0,1007.719298245614
33718,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,108,1755,68172,60,1602,647372,202,100,303,112,4,4,1602,153,112,19,29,23,Eletrônico,Primeiro Grau,1136.2,404.1023720349563
33718,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,12,3703,1,5,16640,0,0,5,0,0,0,5,7,0,0,0,0,Eletrônico,Primeiro Grau,3703.0,3328.0
33718,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,49,2073,37727,42,1344,1252519,108,70,422,206,0,0,1344,729,2,4,20,1,Eletrônico,Primeiro Grau,898.2619047619048,931.9337797619048
33719,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,109,2119,42309,59,2046,973525,95,64,298,90,1,10,2046,73,101,26,105,7,Eletrônico,Primeiro Grau,717.1016949152543,475.8186705767351
33719,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,38,2345,69743,57,1530,1848777,143,62,387,100,0,0,1530,815,0,5,14,2,Eletrônico,Primeiro Grau,1223.561403508772,1208.3509803921568
33720,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,58,924,42716,87,886,496717,51,103,261,69,0,8,886,38,18,18,11,15,Eletrônico,Primeiro Grau,490.98850574712645,560.6286681715576
33720,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,42,2970,135403,92,2082,2922604,166,67,635,65,0,0,2082,888,0,2,3,1,Eletrônico,Primeiro Grau,1471.7717391304348,1403.7483189241113
33721,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,3,118,3,1,117,109344,0,0,6,0,0,0,117,1,0,0,0,0,Eletrônico,Primeiro Grau,3.0,934.5641025641025
33721,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,69,726,18693,72,667,243420,26,63,188,93,6,3,667,59,63,3,8,1,Eletrônico,Primeiro Grau,259.625,364.9475262368816
33721,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,38,1199,46401,64,780,806404,4,54,287,46,0,1,780,419,2,0,16,2,Eletrônico,Primeiro Grau,725.015625,1033.851282051282
33722,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,0,142,1146,1,140,148419,3,0,11,1,0,0,140,2,1,0,0,0,Eletrônico,Primeiro Grau,1146.0,1060.1357142857144
33722,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,70,1397,36003,63,1333,647165,136,61,328,103,2,7,1333,64,60,12,21,6,Eletrônico,Primeiro Grau,571.4761904761905,485.4951237809452
33722,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,29,1655,20717,37,996,1160244,76,32,332,178,0,0,996,659,2,0,3,0,Eletrônico,Primeiro Grau,559.918918918919,1164.9036144578313
33723,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,80,1840,53782,64,1800,830436,186,160,262,242,9,10,1800,40,56,21,32,11,Eletrônico,Primeiro Grau,840.34375,461.35333333333335
33723,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,57,3005,21783,23,2340,2211068,330,17,391,66,0,0,2340,665,1,2,6,2,Eletrônico,Primeiro Grau,947.0869565217391,944.9008547008547
33724,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,9,470,8584,6,465,576995,5,4,23,1,0,1,465,5,0,2,1,1,Eletrônico,Primeiro Grau,1430.6666666666667,1240.8494623655913
33724,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,123,3043,85438,77,2927,2517523,72,72,1385,103,3,20,2927,116,82,53,68,39,Eletrônico,Primeiro Grau,1109.5844155844156,860.1035189613939
33724,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,92,2781,62416,44,1973,2040908,206,183,579,246,0,0,1973,808,2,21,56,7,Eletrônico,Primeiro Grau,1418.5454545454545,1034.4186517992905
33725,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,9,470,82,5,467,501540,7,0,16,0,0,0,467,3,0,0,0,0,Eletrônico,Primeiro Grau,16.4,1073.9614561027838
33725,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,127,3531,131970,106,3295,2605565,447,90,309,174,3,10,3295,236,98,54,71,33,Eletrônico,Primeiro Grau,1245.0,790.763277693475
33725,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,54,2340,23649,31,1660,1244974,565,97,260,234,0,0,1660,680,1,8,14,4,Eletrônico,Primeiro Grau,762.8709677419355,749.9843373493976
33726,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,127,2010,27383,70,1948,924317,135,93,138,126,8,9,1948,62,95,48,63,44,Eletrônico,Primeiro Grau,391.1857142857143,474.49537987679673
33726,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,44,2132,20106,22,1368,1064517,76,53,375,61,0,0,1368,764,2,7,8,7,Eletrônico,Primeiro Grau,913.9090909090909,778.155701754386
33727,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,2,229,2,2,229,196098,2,0,4,1,0,0,229,0,0,0,0,0,Eletrônico,Primeiro Grau,1.0,856.3231441048035
33727,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,85,1769,35971,70,1696,833660,262,79,210,77,2,4,1696,73,87,25,35,14,Eletrônico,Primeiro Grau,513.8714285714286,491.5448113207547
33727,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,33,3234,32025,37,2173,2613623,548,43,313,99,0,0,2173,1061,17,1,14,0,Eletrônico,Primeiro Grau,865.5405405405405,1202.7717441325356
33728,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,8,228,1,1,228,229068,4,0,6,0,0,0,228,0,0,0,0,0,Eletrônico,Primeiro Grau,1.0,1004.6842105263158
33728,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,91,1252,16054,38,1219,305511,101,43,206,33,4,1,1219,33,60,23,32,12,Eletrônico,Primeiro Grau,422.4736842105263,250.6242821985234
33728,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,15,1242,21838,29,663,389990,113,66,229,25,0,0,663,579,5,2,16,0,Eletrônico,Primeiro Grau,753.0344827586207,588.2202111613876
33729,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,61,585,95007,177,559,143180,24,126,157,117,1,2,559,26,41,29,22,20,Eletrônico,Primeiro Grau,536.7627118644068,256.13595706618963
33729,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,17,7835,2,3,10996,0,1,0,0,0,0,3,14,0,0,0,0,Eletrônico,Primeiro Grau,3917.5,3665.3333333333335
33729,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,142,1122,40110,82,630,399616,19,57,240,517,0,0,630,492,1,0,0,0,Eletrônico,Primeiro Grau,489.1463414634146,634.3111111111111
33730,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,69,1225,65960,79,1171,1164764,164,73,308,114,4,6,1171,54,92,22,63,9,Eletrônico,Primeiro Grau,834.9367088607595,994.6746370623399
33730,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,56,2392,117231,112,1848,3754224,96,116,791,121,0,3,1848,544,0,15,32,5,Eletrônico,Primeiro Grau,1046.705357142857,2031.5064935064936
33731,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,4,197,85,3,197,232315,3,0,4,0,0,0,197,0,0,0,1,0,Eletrônico,Primeiro Grau,28.333333333333332,1179.263959390863
33731,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,52,1728,169053,125,1708,2211692,334,45,174,61,0,0,1708,20,71,37,113,23,Eletrônico,Primeiro Grau,1352.424,1294.9016393442623
33731,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,17,15662,3,13,51866,4,0,1,0,0,0,13,4,0,0,0,0,Eletrônico,Primeiro Grau,5220.666666666667,3989.6923076923076
33731,TRT1,Justiça do Trabalho,G1,1,Execução extrajudicial não fiscal,Sim,2024-01-31,0,8,1877,1,7,14726,3,0,2,0,0,0,7,1,0,0,0,0,Eletrônico,Primeiro Grau,1877.0,2103.714285714286
33731,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,110,3444,496679,190,3237,6459677,678,64,569,17,0,0,3237,207,2,5,28,2,Eletrônico,Primeiro Grau,2614.1,1995.5752239728142
33732,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,57,1229,14454,34,1108,905318,225,56,188,92,3,2,1108,121,71,16,50,25,Eletrônico,Primeiro Grau,425.11764705882354,817.0740072202166
33732,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,34,2445,3789,4,1730,3070893,551,90,387,134,0,0,1730,715,2,7,31,7,Eletrônico,Primeiro Grau,947.25,1775.0826589595376
33733,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,0,172,9155,1,171,191339,3,1,1,1,0,0,171,1,0,0,0,0,Eletrônico,Primeiro Grau,9155.0,1118.9415204678362
33733,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,56,1360,17597,25,1304,1143768,103,52,166,67,2,10,1304,56,18,40,54,28,Eletrônico,Primeiro Grau,703.88,877.1226993865031
33733,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,35,2526,37785,40,1867,3034736,146,151,674,112,0,0,1867,659,0,5,26,6,Eletrônico,Primeiro Grau,944.625,1625.4611676486343
33734,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,61,1216,31478,67,1176,677620,193,92,242,97,5,5,1176,40,67,30,25,21,Eletrônico,Primeiro Grau,469.82089552238807,576.2074829931972
33734,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,40,2562,48898,54,2003,2527255,399,107,721,60,0,0,2003,559,1,5,5,7,Eletrônico,Primeiro Grau,905.5185185185185,1261.7348976535197
33735,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,3,171,11,3,171,197501,0,0,5,0,0,0,171,0,0,0,0,0,Eletrônico,Primeiro Grau,3.6666666666666665,1154.9766081871346
33735,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,61,1078,47324,69,1028,556155,107,93,239,93,0,1,1028,50,60,30,57,30,Eletrônico,Primeiro Grau,685.8550724637681,541.0068093385214
33735,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,10,5579,1,3,12378,0,0,1,0,0,0,3,7,0,0,0,0,Eletrônico,Primeiro Grau,5579.0,4126.0
33735,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,39,2395,101160,67,1633,2070265,116,109,613,86,8,0,1633,762,0,9,38,5,Eletrônico,Primeiro Grau,1509.8507462686566,1267.7679118187384
33736,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,2,165,3,2,163,161717,0,0,7,0,0,0,163,2,0,0,0,0,Eletrônico,Primeiro Grau,1.5,992.1288343558282
33736,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,55,1194,55703,73,1169,899460,119,59,221,58,1,3,1169,25,74,28,44,21,Eletrônico,Primeiro Grau,763.054794520548,769.4268605645851
33736,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,31,27733,7,13,54465,0,1,2,2,0,0,13,18,0,0,0,0,Eletrônico,Primeiro Grau,3961.8571428571427,4189.615384615385
33736,TRT1,Justiça do Trabalho,G1,1,Execução extrajudicial não fiscal,Sim,2024-01-31,0,9,4072,1,4,10707,0,0,2,0,0,0,4,5,0,0,0,0,Eletrônico,Primeiro Grau,4072.0,2676.75
33736,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,45,2413,112984,129,1937,2520744,48,68,662,125,0,0,1937,476,2,4,10,5,Eletrônico,Primeiro Grau,875.8449612403101,1301.3649974186887
33737,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,1,164,1563,3,163,166766,1,0,10,0,0,0,163,1,0,1,1,1,Eletrônico,Primeiro Grau,521.0,1023.1042944785277
33737,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,59,1233,25955,47,1173,457352,96,56,188,43,2,3,1173,60,84,22,52,18,Eletrônico,Primeiro Grau,552.2340425531914,389.8994032395567
33737,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,51,2028,21033,20,1321,1099836,78,62,295,86,0,0,1321,707,2,6,15,6,Eletrônico,Primeiro Grau,1051.65,832.5783497350492
33738,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,52,1383,59936,82,1307,891646,6,43,348,81,1,7,1307,76,40,13,15,8,Eletrônico,Primeiro Grau,730.9268292682926,682.2081101759755
33738,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,61,21738,4,45,220860,0,12,38,10,0,0,45,16,0,0,0,0,Eletrônico,Primeiro Grau,5434.5,4908.0
33738,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,54,2203,69645,44,1965,2759091,0,54,404,32,0,0,1965,238,0,3,16,4,Eletrônico,Primeiro Grau,1582.840909090909,1404.1175572519085
33739,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,54,1006,11471,41,882,477184,221,73,323,90,1,1,882,124,60,15,34,13,Eletrônico,Primeiro Grau,279.780487804878,541.0249433106576
33739,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,35,2721,11787,11,1972,2044698,181,15,539,69,0,0,1972,749,4,0,6,0,Eletrônico,Primeiro Grau,1071.5454545454545,1036.8651115618661
33740,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,1,172,26,1,171,192478,1,2,8,0,0,0,171,1,0,0,0,0,Eletrônico,Primeiro Grau,26.0,1125.6023391812867
33740,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,73,1458,37864,39,1381,708743,137,46,155,80,4,0,1381,77,68,6,26,12,Eletrônico,Primeiro Grau,970.8717948717949,513.2099927588704
33740,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,27,6629,1,6,21086,0,0,0,0,0,0,6,21,0,0,0,0,Eletrônico,Primeiro Grau,6629.0,3514.3333333333335
33740,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,38,2859,114377,69,1726,2586317,246,38,523,52,0,0,1726,1133,2,0,6,0,Eletrônico,Primeiro Grau,1657.6376811594203,1498.4455388180766
33741,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,3,194,26,2,193,200074,9,2,2,0,0,0,193,1,0,0,0,0,Eletrônico,Primeiro Grau,13.0,1036.6528497409327
33741,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,75,1945,54091,49,1812,1209085,278,68,187,78,1,1,1812,133,104,14,56,26,Eletrônico,Primeiro Grau,1103.8979591836735,667.2654525386314
33741,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,25,3212,75383,41,2321,3253320,1258,38,183,47,0,0,2321,891,1,3,35,10,Eletrônico,Primeiro Grau,1838.6097560975609,1401.6889271865575
33742,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,66,1554,21775,39,1520,928150,61,38,222,37,0,2,1520,34,61,4,17,4,Eletrônico,Primeiro Grau,558.3333333333334,610.625
33742,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,45,6541,1,13,51621,1,1,1,0,0,0,13,32,0,0,1,1,Eletrônico,Primeiro Grau,6541.0,3970.846153846154
33742,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,31,2213,77859,16,1582,2560531,34,30,285,99,0,0,1582,631,0,0,15,0,Eletrônico,Primeiro Grau,4866.1875,1618.5404551201011
33743,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,2,155,1807,1,155,163050,4,0,2,0,0,0,155,0,0,0,0,0,Eletrônico,Primeiro Grau,1807.0,1051.9354838709678
33743,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,70,1347,33980,40,1317,767673,230,114,76,155,2,2,1317,30,68,35,63,23,Eletrônico,Primeiro Grau,849.5,582.8952164009112
33743,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,42,17235,3,25,98498,16,1,1,0,0,0,25,17,0,1,2,0,Eletrônico,Primeiro Grau,5745.0,3939.92
33743,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,16,3415,104818,117,2538,3604762,1097,13,159,78,0,0,2538,877,2,0,18,2,Eletrônico,Primeiro Grau,895.8803418803419,1420.3159968479117
33744,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,70,1815,42646,75,1635,897137,118,76,117,108,1,4,1635,180,68,12,33,14,Eletrônico,Primeiro Grau,568.6133333333333,548.7076452599389
33744,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,54,2854,45811,23,1775,2749305,539,79,206,63,0,0,1775,1079,0,0,12,5,Eletrônico,Primeiro Grau,1991.7826086956522,1548.9042253521127
33745,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,2,160,1,1,160,159380,1,0,2,0,0,0,160,0,0,0,0,0,Eletrônico,Primeiro Grau,1.0,996.125
33745,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,77,1336,40019,69,1262,420975,83,73,177,97,1,18,1262,74,56,7,28,3,Eletrônico,Primeiro Grau,579.9855072463768,333.5776545166403
33745,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,53,2362,144090,112,1565,1859386,233,103,286,93,0,0,1565,797,5,0,16,2,Eletrônico,Primeiro Grau,1286.517857142857,1188.10607028754
33746,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,2,166,1,1,166,178849,1,0,5,0,0,0,166,0,0,0,0,0,Eletrônico,Primeiro Grau,1.0,1077.4036144578313
33746,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,84,923,22053,72,905,253916,27,62,233,84,2,7,905,18,79,4,10,12,Eletrônico,Primeiro Grau,306.2916666666667,280.57016574585634
33746,TRT1,Justiça do Trabalho,G1,1,Execução extrajudicial não fiscal,Sim,2024-01-31,0,7,1603,1,2,4652,0,0,2,0,0,0,2,5,0,0,0,0,Eletrônico,Primeiro Grau,1603.0,2326.0
33746,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,42,2201,16679,29,1107,912339,29,85,444,100,0,0,1107,1094,2,2,18,6,Eletrônico,Primeiro Grau,575.1379310344828,824.1544715447154
33747,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,5,288,2,2,287,302277,5,0,4,0,0,0,287,1,0,0,0,0,Eletrônico,Primeiro Grau,1.0,1053.2299651567944
33747,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,80,2202,63054,90,1997,1480023,296,97,195,126,4,9,1997,205,104,43,43,26,Eletrônico,Primeiro Grau,700.6,741.1231847771658
33747,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,94,2798,1,8,29408,2,0,0,1,0,0,8,86,0,0,0,0,Eletrônico,Primeiro Grau,2798.0,3676.0
33747,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,77,3262,25818,27,1885,3470954,202,57,343,106,0,0,1885,1377,1,9,18,3,Eletrônico,Primeiro Grau,956.2222222222222,1841.3549071618038
33748,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,77,1258,167549,289,1237,975512,147,98,383,74,3,7,1237,21,35,27,35,14,Eletrônico,Primeiro Grau,579.7543252595156,788.6111560226354
33748,TRT1,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,80,15642,3,14,65429,2,2,2,1,0,0,14,66,0,0,1,0,Eletrônico,Primeiro Grau,5214.0,4673.5
33748,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,238,2738,76232,41,2103,3130457,268,57,552,94,0,0,2103,635,0,5,14,5,Eletrônico,Primeiro Grau,1859.3170731707316,1488.5672848311935
33749,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,2,144,1,1,143,123611,1,0,5,0,0,0,143,1,0,0,0,0,Eletrônico,Primeiro Grau,1.0,864.4125874125874
33749,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,100,2233,37677,76,2182,832392,59,93,200,93,4,7,2182,51,94,15,27,4,Eletrônico,Primeiro Grau,495.75,381.48120989917504
33749,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,50,3044,42576,54,2055,2471535,249,39,325,90,0,0,2055,989,4,2,12,3,Eletrônico,Primeiro Grau,788.4444444444445,1202.6934306569342
33750,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,6,223,5192,2,220,314417,5,0,18,0,0,0,220,3,1,1,1,1,Eletrônico,Primeiro Grau,2596.0,1429.168181818182
33750,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,41,1138,51546,47,1065,1036382,78,54,231,47,0,4,1065,73,55,23,34,20,Eletrônico,Primeiro Grau,1096.723404255319,973.1286384976526
33750,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,28,2097,24790,26,1292,1439341,121,22,364,85,0,0,1292,805,0,5,13,2,Eletrônico,Primeiro Grau,953.4615384615385,1114.0410216718267
33751,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,8,149,3,3,147,147326,1,0,11,1,0,0,147,2,0,0,0,0,Eletrônico,Primeiro Grau,1.0,1002.2176870748299
33751,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,44,858,26766,46,785,550485,17,39,315,63,0,6,785,73,62,16,1,23,Eletrônico,Primeiro Grau,581.8695652173913,701.2547770700637
33751,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,27,1558,38283,30,911,1395321,213,66,455,165,0,0,911,647,14,3,4,1,Eletrônico,Primeiro Grau,1276.1,1531.6366630076839
33753,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,65,1643,21226,36,1488,958039,120,69,260,88,3,8,1488,155,79,27,26,18,Eletrônico,Primeiro Grau,589.6111111111111,643.8434139784946
33753,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,23,2672,15230,25,1550,2027077,238,29,463,82,0,0,1550,1122,8,2,11,3,Eletrônico,Primeiro Grau,609.2,1307.7916129032258
33754,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,3,245,173,4,245,219048,0,0,5,0,0,0,245,0,0,0,0,0,Eletrônico,Primeiro Grau,43.25,894.0734693877552
33754,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,66,1060,38388,86,1018,642934,61,37,180,70,2,12,1018,42,67,17,32,16,Eletrônico,Primeiro Grau,446.3720930232558,631.565815324165
33754,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,52,1522,52541,75,803,736670,117,71,258,155,0,1,803,719,3,2,12,3,Eletrônico,Primeiro Grau,700.5466666666666,917.3972602739726
33755,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,4,397,1,1,397,594431,12,0,6,0,0,0,397,0,0,0,0,0,Eletrônico,Primeiro Grau,1.0,1497.3073047858943
33755,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,58,1154,27827,42,1082,435692,45,143,202,133,1,6,1082,72,73,39,41,36,Eletrônico,Primeiro Grau,662.547619047619,402.6728280961183
33755,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,36,1936,37949,43,1069,1384791,23,70,550,85,0,0,1069,867,0,5,19,0,Eletrônico,Primeiro Grau,882.5348837209302,1295.4078578110384
33756,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,3,276,49,1,275,249285,0,0,13,0,0,0,275,1,0,0,0,0,Eletrônico,Primeiro Grau,49.0,906.4909090909091
33756,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,60,1179,35936,79,1142,624250,42,47,250,88,3,4,1142,37,73,14,18,21,Eletrônico,Primeiro Grau,454.88607594936707,546.6287215411559
33756,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,46,1961,17465,45,1154,1180277,48,77,525,92,0,0,1154,807,1,7,18,8,Eletrônico,Primeiro Grau,388.1111111111111,1022.7703639514731
33757,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,6,299,2,2,298,262956,0,0,7,0,0,0,298,1,1,0,0,0,Eletrônico,Primeiro Grau,1.0,882.4026845637584
33757,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,74,1550,62872,93,1519,843872,107,78,387,80,5,9,1519,31,67,48,53,19,Eletrônico,Primeiro Grau,676.0430107526881,555.5444371296906
33757,TRT1,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,62,1776,38850,41,1055,1231698,41,65,513,122,0,1,1055,721,0,4,15,4,Eletrônico,Primeiro Grau,947.560975609756,1167.4862559241706
33758,TRT1,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,3,261,1619,4,260,287093,10,0,14,2,0,0,260,1,0,0,1,0,Eletrônico,Primeiro Grau,404.75,1104.2038461538461
33758,TRT1,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,71,1773,61097,83,1739,1388627,215,80,144,72,0,2,1739,34,66,20,15,6,Eletrônico,Primeiro Grau,736.1084337349398,798.5204140310524
