id_orgao_julgador,sigla_tribunal,ramo_justica,sigla_grau,id_formato,procedimento,originario,ultimo_dia,ind1,ind2,ind16_dias,ind16_proc,ind5,ind18_dias,ind6a,ind8a,ind9,ind10,ind13a,ind13b,ind18_proc,ind4,ind11,ind24,ind25,ind26,formato,grau,bx_tmp,tramit_tmp
30395,TRT14,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,16,60,242,3,60,3897,1,2,17,8,1,0,60,0,7,0,0,1,Eletrônico,Primeiro Grau,80.66666666666667,64.95
30395,TRT14,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,2,290,4207,27,131,28772,11,58,68,9,0,0,131,159,0,0,0,0,Eletrônico,Primeiro Grau,155.8148148148148,219.63358778625954
30396,TRT14,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,29,163,7907,49,163,19163,9,10,60,23,0,3,163,0,16,5,5,0,Eletrônico,Primeiro Grau,161.3673469387755,117.56441717791411
30396,TRT14,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,19,546,7231,12,384,208547,1,24,125,33,0,0,384,162,2,0,1,0,Eletrônico,Primeiro Grau,602.5833333333334,543.0911458333334
30397,TRT14,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,29,59,595,6,59,3931,0,11,33,14,1,0,59,0,10,1,1,1,Eletrônico,Primeiro Grau,99.16666666666667,66.62711864406779
30397,TRT14,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,7,1188,26560,7,977,1547476,30,25,78,24,0,0,977,211,2,0,1,0,Eletrônico,Primeiro Grau,3794.285714285714,1583.9058341862844
30398,TRT14,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,13,95,712,5,94,17467,14,13,10,14,0,0,94,1,0,0,3,0,Eletrônico,Primeiro Grau,142.4,185.81914893617022
30398,TRT14,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,8,455,43,1,149,114394,21,7,24,7,0,0,149,306,0,0,0,0,Eletrônico,Primeiro Grau,43.0,767.744966442953
30399,TRT14,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,7,42,388,7,36,9791,0,4,7,6,0,0,36,6,2,0,0,0,Eletrônico,Primeiro Grau,55.42857142857143,271.97222222222223
30399,TRT14,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,10,462,4747,10,199,155846,0,12,61,35,0,0,199,263,1,0,0,0,Eletrônico,Primeiro Grau,474.7,783.1457286432161
30400,TRT14,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,2,361,50,2,360,738685,3,0,3,0,0,0,360,1,0,0,0,0,Eletrônico,Primeiro Grau,25.0,2051.902777777778
30400,TRT14,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,47,197,1863,25,188,19013,3,20,16,37,0,3,188,9,20,0,0,5,Eletrônico,Primeiro Grau,74.52,101.13297872340425
30400,TRT14,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,92,48919,14,17,43169,0,15,14,5,0,0,17,75,0,0,2,0,Eletrônico,Primeiro Grau,3494.214285714286,2539.3529411764707
30400,TRT14,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,30,2046,43723,36,1359,837349,6,41,169,83,0,1,1359,687,0,0,7,3,Eletrônico,Primeiro Grau,1214.5277777777778,616.1508462104489
30401,TRT14,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,47,304,2004,14,299,39338,35,25,57,46,0,1,299,5,4,5,6,5,Eletrônico,Primeiro Grau,143.14285714285714,131.56521739130434
30401,TRT14,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,19,2166,24412,24,1362,759056,94,53,278,65,0,1,1362,804,0,0,4,0,Eletrônico,Primeiro Grau,1017.1666666666666,557.309838472834
30402,TRT14,Justiça do Trabalho,G1,1,Outros,Sim,2024-01-31,2,335,2,2,334,662824,1,0,2,0,0,0,334,1,0,0,0,0,Eletrônico,Primeiro Grau,1.0,1984.502994011976
30402,TRT14,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,41,267,4328,29,265,30925,21,16,82,26,1,0,265,2,18,7,8,1,Eletrônico,Primeiro Grau,149.24137931034483,116.69811320754717
30402,TRT14,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,32,1862,15376,36,1092,599942,157,28,273,64,0,0,1092,770,0,1,3,0,Eletrônico,Primeiro Grau,427.1111111111111,549.3974358974359
30403,TRT14,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,57,281,3497,25,247,27022,13,25,102,54,0,3,247,34,15,1,4,0,Eletrônico,Primeiro Grau,139.88,109.40080971659918
30403,TRT14,Justiça do Trabalho,G1,1,Execução fiscal,Sim,2024-01-31,0,61,3201,1,8,13312,0,2,6,2,0,0,8,53,0,0,1,0,Eletrônico,Primeiro Grau,3201.0,1664.0
30403,TRT14,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,17,1911,25469,30,1084,661257,81,31,454,193,0,5,1084,827,0,1,2,1,Eletrônico,Primeiro Grau,848.9666666666667,610.0156826568266
30404,TRT14,Justiça do Trabalho,G1,1,Conhecimento não criminal,Sim,2024-01-31,32,61,440,7,60,4821,6,9,9,11,0,2,60,1,11,0,0,1,Eletrônico,Primeiro Grau,62.857142857142854,80.35
30404,TRT14,Justiça do Trabalho,G1,1,Execução judicial,Sim,2024-01-31,2,1093,5806,43,502,230535,107,43,42,71,0,0,502,591,3,0,0,0,Eletrônico,Primeiro Grau,135.02325581395348,459.23306772908364
30405,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,56,507,7884,42,506,51100,221,1,9,1,0,0,506,1,0,22,29,3,Eletrônico,Segundo Grau,187.71428571428572,100.98814229249012
30405,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,0,20,54,1,15,1819,3,0,0,1,0,1,15,5,0,1,3,0,Eletrônico,Segundo Grau,54.0,121.26666666666667
30407,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,1,16,168,1,13,1606,2,1,3,2,0,1,13,3,0,0,2,0,Eletrônico,Segundo Grau,168.0,123.53846153846153
30408,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,19,377,3827,19,375,44402,202,0,0,0,0,0,375,2,0,0,36,0,Eletrônico,Segundo Grau,201.42105263157896,118.40533333333333
30408,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,2,20,138,1,18,16756,1,0,0,1,0,0,18,2,0,0,0,0,Eletrônico,Segundo Grau,138.0,930.8888888888889
30409,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,38,472,13821,113,459,53605,250,0,10,1,0,0,459,13,0,36,46,2,Eletrônico,Segundo Grau,122.30973451327434,116.78649237472767
30409,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,12,30,129,1,26,6000,13,1,0,0,0,0,26,4,0,0,1,0,Eletrônico,Segundo Grau,129.0,230.76923076923077
30410,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,43,585,8680,69,568,65080,287,0,11,5,1,0,568,17,0,32,52,6,Eletrônico,Segundo Grau,125.79710144927536,114.5774647887324
30410,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,8,19,4,1,11,2744,8,0,0,0,0,0,11,8,0,0,0,0,Eletrônico,Segundo Grau,4.0,249.45454545454547
30411,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,56,577,51245,240,571,62046,283,0,3,7,0,0,571,6,0,16,27,2,Eletrônico,Segundo Grau,213.52083333333334,108.66199649737302
30411,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,2,18,111,2,18,10089,4,0,1,3,0,1,18,0,0,1,3,0,Eletrônico,Segundo Grau,55.5,560.5
30411,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,7,13,169,1,9,804,6,0,0,0,0,0,9,4,0,0,0,0,Eletrônico,Segundo Grau,169.0,89.33333333333333
30420,TRT14,Justiça do Trabalho,G2,1,Outros,Sim,2024-01-31,275,5334,10724,55,5326,1149270,60,28,1076,446,0,0,5326,8,0,1,5,0,Eletrônico,Segundo Grau,194.98181818181817,215.7848291400676
72262,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,56,429,13774,111,428,41032,161,0,3,8,0,0,428,1,0,17,22,4,Eletrônico,Segundo Grau,124.09009009009009,95.86915887850468
72262,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,0,11,108,1,11,4571,2,1,3,1,1,0,11,0,0,0,1,0,Eletrônico,Segundo Grau,108.0,415.54545454545456
72262,TRT14,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,6,8,2,1,8,2227,4,1,0,0,0,0,8,0,0,0,0,0,Eletrônico,Segundo Grau,2.0,278.375
77998,TRT14,Justiça do Trabalho,G2,1,Outros,Sim,2024-01-31,0,,18,1,0,,0,0,2,0,0,0,,0,0,0,0,0,Eletrônico,Segundo Grau,18.0,
18687,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,44,1450,1820,6,1439,301999,20,127,8,0,0,0,1439,11,0,4,57,24,Eletrônico,Segundo Grau,303.3333333333333,209.86726893676163
18687,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,1,8,1648,3,7,3696,0,1,0,0,0,0,7,1,0,0,0,0,Eletrônico,Segundo Grau,549.3333333333334,528.0
18688,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,44,2702,7783,13,2680,772460,2,213,5,3,0,0,2680,22,0,21,108,11,Eletrônico,Segundo Grau,598.6923076923077,288.2313432835821
18688,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,4,28,6,1,28,2992,0,5,8,9,3,1,28,0,0,4,7,0,Eletrônico,Segundo Grau,6.0,106.85714285714286
18688,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,11,185,187,2,180,46902,2,13,2,0,0,0,180,5,0,1,5,3,Eletrônico,Segundo Grau,93.5,260.56666666666666
18690,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,43,983,2547,11,966,138190,2,1,31,1,0,0,966,17,0,17,80,2,Eletrônico,Segundo Grau,231.54545454545453,143.05383022774328
18690,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,4,36,582,2,36,5551,0,3,2,2,0,1,36,0,0,2,5,0,Eletrônico,Segundo Grau,291.0,154.19444444444446
18690,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,6,120,115,1,120,19696,1,0,4,1,0,0,120,0,0,0,7,0,Eletrônico,Segundo Grau,115.0,164.13333333333333
18691,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,46,1265,1356,16,1241,222400,61,89,27,0,0,0,1241,24,0,6,138,26,Eletrônico,Segundo Grau,84.75,179.21031426269138
18691,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,8,106,261,3,105,15047,11,10,0,0,0,0,105,1,0,0,4,3,Eletrônico,Segundo Grau,87.0,143.3047619047619
18692,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,46,1601,7473,23,1593,330639,2,80,13,0,0,0,1593,8,0,3,74,11,Eletrônico,Segundo Grau,324.9130434782609,207.55743879472692
18692,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,0,14,217,1,14,8142,2,0,1,0,0,0,14,0,0,0,1,0,Eletrônico,Segundo Grau,217.0,581.5714285714286
18693,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,44,1046,3440,13,1040,166416,3,83,2,2,0,0,1040,6,0,4,37,22,Eletrônico,Segundo Grau,264.61538461538464,160.01538461538462
18693,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,5,89,1170,2,85,29471,3,0,8,2,1,0,85,4,0,0,8,0,Eletrônico,Segundo Grau,585.0,346.7176470588235
18693,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,3,115,457,3,115,17321,1,7,2,0,0,0,115,0,0,0,4,0,Eletrônico,Segundo Grau,152.33333333333334,150.61739130434782
18694,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,44,1619,5880,27,1605,381354,126,190,25,1,0,0,1605,14,0,0,63,45,Eletrônico,Segundo Grau,217.77777777777777,237.603738317757
18694,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,3,83,974,2,83,28860,0,1,193,3,2,0,83,0,0,1,7,0,Eletrônico,Segundo Grau,487.0,347.71084337349396
18694,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,5,134,975,6,132,29548,13,9,3,0,0,0,132,2,0,0,3,2,Eletrônico,Segundo Grau,162.5,223.84848484848484
18694,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,10,115,1,10,1861,0,2,0,0,0,0,10,0,0,0,1,0,Eletrônico,Segundo Grau,115.0,186.1
18695,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,276,1363,4,267,86343,2,0,1,0,0,0,267,9,0,0,6,0,Eletrônico,Segundo Grau,340.75,323.3820224719101
18695,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,3,117,1299,3,114,56150,2,3,14,5,2,2,114,3,0,2,13,1,Eletrônico,Segundo Grau,433.0,492.5438596491228
18695,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,5,73,700,2,74,12403,7,6,0,0,0,0,74,0,0,1,4,2,Eletrônico,Segundo Grau,350.0,167.6081081081081
18696,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,40,2054,10263,25,2043,524660,151,2,11,1,0,0,2043,11,0,3,46,29,Eletrônico,Segundo Grau,410.52,256.80861478218304
18696,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,3,34,138,2,33,5001,0,3,4,1,1,0,33,1,0,1,9,1,Eletrônico,Segundo Grau,69.0,151.54545454545453
18696,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,6,214,851,3,212,49159,16,4,2,1,0,0,212,2,0,1,6,2,Eletrônico,Segundo Grau,283.6666666666667,231.8820754716981
18697,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,39,1517,1035,4,1507,308242,2,82,8,3,0,0,1507,10,0,1,109,15,Eletrônico,Segundo Grau,258.75,204.54014598540147
18697,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,11,133,265,2,129,21157,5,7,1,0,0,0,129,4,0,0,13,0,Eletrônico,Segundo Grau,132.5,164.0077519379845
18698,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,1,673,4129,10,660,212388,3,12,10,1,0,0,660,13,0,2,76,20,Eletrônico,Segundo Grau,412.9,321.8
18698,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,5,88,391,1,85,17851,5,3,0,3,0,0,85,3,0,0,6,0,Eletrônico,Segundo Grau,391.0,210.01176470588234
18698,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,15,249,1,15,3807,0,0,0,1,0,0,15,0,0,0,0,0,Eletrônico,Segundo Grau,249.0,253.8
18701,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,44,1512,2235,3,1507,349326,383,2,15,1,0,0,1507,5,0,1,92,20,Eletrônico,Segundo Grau,745.0,231.80225613802256
18701,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,4,105,35,1,103,23097,21,5,0,0,0,0,103,2,0,0,0,0,Eletrônico,Segundo Grau,35.0,224.24271844660194
18701,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,2,24,135,1,24,5692,4,0,0,1,0,0,24,0,0,0,1,0,Eletrônico,Segundo Grau,135.0,237.16666666666666
18702,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,42,2846,2716,7,2832,962744,12,171,24,2,0,1,2832,14,0,21,158,8,Eletrônico,Segundo Grau,388.0,339.95197740112997
18703,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,40,1478,6549,31,1466,353989,28,70,26,0,0,0,1466,12,0,8,23,11,Eletrônico,Segundo Grau,211.25806451612902,241.46589358799454
18703,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,3,93,2510,4,93,46817,1,2,11,3,2,0,93,0,0,0,6,0,Eletrônico,Segundo Grau,627.5,503.40860215053766
18703,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,8,157,546,3,155,30253,3,9,3,0,0,0,155,2,0,0,5,2,Eletrônico,Segundo Grau,182.0,195.18064516129033
18706,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,134,2761,5,120,103449,1,0,1,0,0,0,120,14,0,0,7,4,Eletrônico,Segundo Grau,552.2,862.075
18706,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,2,67,584,2,65,13158,3,7,1,1,0,0,65,2,0,0,1,1,Eletrônico,Segundo Grau,292.0,202.43076923076924
18706,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,14,609,1,17,2656,1,2,0,0,0,0,17,0,0,0,0,0,Eletrônico,Segundo Grau,609.0,156.23529411764707
18707,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,44,1976,7432,25,1968,529790,45,214,34,3,0,0,1968,8,0,18,116,79,Eletrônico,Segundo Grau,297.28,269.2022357723577
18707,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,0,12,553,1,12,8666,0,0,1,0,0,0,12,0,0,1,1,0,Eletrônico,Segundo Grau,553.0,722.1666666666666
18707,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,6,211,319,3,210,56592,7,19,1,0,0,0,210,1,0,3,10,3,Eletrônico,Segundo Grau,106.33333333333333,269.48571428571427
18710,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,1,578,5230,9,568,164400,1,24,2,2,0,0,568,10,0,1,16,1,Eletrônico,Segundo Grau,581.1111111111111,289.4366197183099
18710,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,6,98,675,2,98,21147,1,10,1,3,0,0,98,0,0,1,2,2,Eletrônico,Segundo Grau,337.5,215.78571428571428
18710,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,1,11,293,1,10,1694,0,0,1,0,0,0,10,1,0,1,1,0,Eletrônico,Segundo Grau,293.0,169.4
18711,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,49,1412,5395,22,1412,331095,14,1,52,5,0,0,1412,0,0,22,47,35,Eletrônico,Segundo Grau,245.22727272727272,234.48654390934846
18712,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,45,1219,5969,29,1207,254099,16,121,17,2,1,0,1207,12,0,4,33,16,Eletrônico,Segundo Grau,205.82758620689654,210.5211267605634
18712,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,4,72,1313,2,72,33114,2,1,9,2,1,0,72,0,0,0,5,0,Eletrônico,Segundo Grau,656.5,459.9166666666667
18712,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,9,144,322,2,142,23762,5,14,4,1,0,0,142,2,0,0,5,1,Eletrônico,Segundo Grau,161.0,167.33802816901408
18712,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,2,13,105,1,13,1292,0,2,0,0,0,0,13,0,0,0,0,0,Eletrônico,Segundo Grau,105.0,99.38461538461539
18714,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,39,968,3369,13,961,150382,2,17,10,1,0,0,961,7,0,12,52,1,Eletrônico,Segundo Grau,259.15384615384613,156.48491155046827
18714,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,7,113,645,3,111,16606,4,6,0,0,0,0,111,2,0,3,12,0,Eletrônico,Segundo Grau,215.0,149.6036036036036
18714,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,16,33,1,16,2627,0,1,0,0,0,0,16,0,0,0,0,0,Eletrônico,Segundo Grau,33.0,164.1875
18715,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,468,1551,3,448,228019,2,72,4,0,0,0,448,20,0,1,81,7,Eletrônico,Segundo Grau,517.0,508.97098214285717
18715,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,1,91,1258,1,91,23628,3,18,1,0,0,0,91,0,0,0,9,0,Eletrônico,Segundo Grau,1258.0,259.64835164835165
18716,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,1550,2895,6,1513,563740,13,219,6,1,0,0,1513,37,0,16,88,12,Eletrônico,Segundo Grau,482.5,372.5974884335757
18716,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,8,43,169,2,40,6690,0,3,5,3,2,1,40,3,0,2,3,2,Eletrônico,Segundo Grau,84.5,167.25
18716,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,2,134,41,1,131,34871,2,26,0,3,0,0,131,3,0,0,2,1,Eletrônico,Segundo Grau,41.0,266.19083969465646
18717,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,45,1214,6336,28,1212,277489,63,1,30,0,0,0,1212,2,0,2,209,1,Eletrônico,Segundo Grau,226.28571428571428,228.9513201320132
18717,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,4,56,83,1,50,9106,0,4,6,0,0,0,50,6,0,3,11,0,Eletrônico,Segundo Grau,83.0,182.12
18717,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,10,127,1014,5,125,23058,9,3,3,0,0,0,125,2,0,1,21,0,Eletrônico,Segundo Grau,202.8,184.464
18717,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,11,272,1,10,1955,0,1,1,0,0,0,10,1,0,0,1,1,Eletrônico,Segundo Grau,272.0,195.5
18718,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,42,1350,2118,5,1332,246216,81,58,4,5,0,0,1332,18,0,5,101,32,Eletrônico,Segundo Grau,423.6,184.84684684684686
18718,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,9,159,1,1,157,27780,9,13,1,1,0,0,157,2,0,1,17,3,Eletrônico,Segundo Grau,1.0,176.94267515923568
18719,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,47,1810,3536,9,1797,392443,54,102,5,1,0,1,1797,13,0,2,56,8,Eletrônico,Segundo Grau,392.8888888888889,218.38786867000556
18719,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,7,204,726,4,199,39367,2,19,3,2,0,0,199,5,0,0,6,1,Eletrônico,Segundo Grau,181.5,197.82412060301507
18719,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,1,27,118,1,26,5330,2,1,0,1,0,0,26,1,0,0,2,0,Eletrônico,Segundo Grau,118.0,205.0
18720,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,270,1546,3,230,120691,2,3,3,8,0,0,230,40,0,0,38,0,Eletrônico,Segundo Grau,515.3333333333334,524.7434782608696
18720,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,3,83,414,2,82,18316,2,5,1,1,0,0,82,1,0,0,8,0,Eletrônico,Segundo Grau,207.0,223.3658536585366
18721,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,0,701,949,4,692,195174,11,0,5,1,0,0,692,9,0,2,87,0,Eletrônico,Segundo Grau,237.25,282.0433526011561
18721,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,3,94,1486,3,92,39711,9,0,7,4,4,0,92,2,0,0,6,0,Eletrônico,Segundo Grau,495.3333333333333,431.64130434782606
18721,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,5,113,1087,5,113,20523,11,5,3,3,0,0,113,0,0,0,8,0,Eletrônico,Segundo Grau,217.4,181.61946902654867
18723,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,43,1080,4403,30,1071,169402,5,96,6,2,0,1,1071,9,0,25,54,19,Eletrônico,Segundo Grau,146.76666666666668,158.171802054155
18723,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,3,127,303,3,127,20251,6,5,1,0,0,0,127,0,0,1,8,1,Eletrônico,Segundo Grau,101.0,159.45669291338584
18724,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,40,1223,4953,34,1207,200981,19,179,28,0,0,0,1207,16,0,0,17,13,Eletrônico,Segundo Grau,145.6764705882353,166.51284175642087
18724,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,3,32,1131,7,32,4033,4,0,15,3,2,0,32,0,0,2,10,1,Eletrônico,Segundo Grau,161.57142857142858,126.03125
18724,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,4,73,389,2,73,9565,1,10,1,0,0,0,73,0,0,0,2,0,Eletrônico,Segundo Grau,194.5,131.02739726027397
18725,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,41,1161,2958,12,1156,199544,3,26,6,1,0,0,1156,5,0,32,53,3,Eletrônico,Segundo Grau,246.5,172.6159169550173
18725,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,5,27,996,1,27,2547,0,3,7,3,1,1,27,0,0,3,10,0,Eletrônico,Segundo Grau,996.0,94.33333333333333
18725,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,9,81,3,1,81,9743,2,6,3,0,0,0,81,0,0,1,5,0,Eletrônico,Segundo Grau,3.0,120.28395061728395
18726,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Não,2024-01-31,42,1625,3796,10,1606,357260,4,274,9,3,0,0,1606,19,0,33,47,37,Eletrônico,Segundo Grau,379.6,222.453300124533
18726,TRT15,Justiça do Trabalho,G2,1,Conhecimento não criminal,Sim,2024-01-31,5,44,45,1,32,3828,2,1,0,5,1,3,32,12,0,1,4,0,Eletrônico,Segundo Grau,45.0,119.625
